gene_id	gene_name	gene_source	gene_biotype
ENSRNOG00000047027	Unc93a	ensembl	protein_coding
ENSRNOG00000053284	U1	ensembl	snRNA
ENSRNOG00000023753	Afdn	ensembl	protein_coding
ENSRNOG00000051938	AABR07001591.1	ensembl	lincRNA
ENSRNOG00000058564	AABR07001592.2	ensembl	protein_coding
ENSRNOG00000056439	U6	ensembl	snRNA
ENSRNOG00000054756	AABR07001592.1	ensembl	lincRNA
ENSRNOG00000052956	U6	ensembl	snRNA
ENSRNOG00000059551	RGD1560718	ensembl	protein_coding
ENSRNOG00000051553	LOC103690980	ensembl	lincRNA
ENSRNOG00000059913	AABR07001599.1	ensembl	lincRNA
ENSRNOG00000055136	AABR07001610.1	ensembl	lincRNA
ENSRNOG00000053004	LOC102551080	ensembl	lincRNA
ENSRNOG00000061719	AABR07001623.1	ensembl	lincRNA
ENSRNOG00000060438	AABR07001634.1	ensembl	lincRNA
ENSRNOG00000055577	AABR07001640.1	ensembl	lincRNA
ENSRNOG00000046250	LOC100911027	ensembl	protein_coding
ENSRNOG00000052093	Smok2a	ensembl	protein_coding
ENSRNOG00000054056	AABR07001662.1	ensembl	lincRNA
ENSRNOG00000030145	RGD1561667	ensembl	protein_coding
ENSRNOG00000055830	AABR07001700.1	ensembl	lincRNA
ENSRNOG00000052700	AABR07001699.1	ensembl	lincRNA
ENSRNOG00000059261	AABR07001700.2	ensembl	lincRNA
ENSRNOG00000057320	Y_RNA	ensembl	misc_RNA
ENSRNOG00000054834	AABR07001734.1	ensembl	lincRNA
ENSRNOG00000013671	Vom2r9	ensembl	protein_coding
ENSRNOG00000022921	Dact2	ensembl	protein_coding
ENSRNOG00000014166	Smoc2	ensembl	protein_coding
ENSRNOG00000061057	AABR07001762.1	ensembl	lincRNA
ENSRNOG00000010529	Thbs2	ensembl	protein_coding
ENSRNOG00000058989	AABR07001764.1	ensembl	lincRNA
ENSRNOG00000061383	U7	ensembl	snRNA
ENSRNOG00000015609	Wdr27	ensembl	protein_coding
ENSRNOG00000059948	SNORD115	ensembl	snoRNA
ENSRNOG00000055517	SNORD115	ensembl	snoRNA
ENSRNOG00000053938	SNORD115	ensembl	snoRNA
ENSRNOG00000058803	SNORD115	ensembl	snoRNA
ENSRNOG00000060933	SNORD115	ensembl	snoRNA
ENSRNOG00000051787	SNORD115	ensembl	snoRNA
ENSRNOG00000015597	LOC100125364	ensembl	protein_coding
ENSRNOG00000061312	Phf10	ensembl	protein_coding
ENSRNOG00000015293	Tcte3	ensembl	protein_coding
ENSRNOG00000015230	Ermard	ensembl	protein_coding
ENSRNOG00000059984	Dll1	ensembl	protein_coding
ENSRNOG00000058790	Fam120b	ensembl	protein_coding
ENSRNOG00000001488	Psmb1	ensembl	protein_coding
ENSRNOG00000001489	Tbp	ensembl	protein_coding
ENSRNOG00000001490	Pdcd2	ensembl	protein_coding
ENSRNOG00000021493	Prdm9	ensembl	protein_coding
ENSRNOG00000056729	AABR07001780.1	ensembl	lincRNA
ENSRNOG00000014434	Chd1	ensembl	protein_coding
ENSRNOG00000048190	Rgmb	ensembl	protein_coding
ENSRNOG00000052286	AABR07001799.1	ensembl	lincRNA
ENSRNOG00000061593	AABR07001807.2	ensembl	snoRNA
ENSRNOG00000056478	AABR07001807.1	ensembl	pseudogene
ENSRNOG00000057242	U6	ensembl	snRNA
ENSRNOG00000012692	Riok2	ensembl	protein_coding
ENSRNOG00000012988	Lix1	ensembl	protein_coding
ENSRNOG00000047387	Lnpep	ensembl	protein_coding
ENSRNOG00000035654	Mir99b	ensembl	miRNA
ENSRNOG00000035453	Mir3596c	ensembl	miRNA
ENSRNOG00000035572	Mir125a	ensembl	miRNA
ENSRNOG00000039076	Spaca6	ensembl	protein_coding
ENSRNOG00000010994	Has1	ensembl	protein_coding
ENSRNOG00000011174	Fpr1	ensembl	protein_coding
ENSRNOG00000060169	U6	ensembl	snRNA
ENSRNOG00000042605	Fpr2	ensembl	protein_coding
ENSRNOG00000045732	Fpr-rs3	ensembl	protein_coding
ENSRNOG00000052154	Vom1r6	ensembl	protein_coding
ENSRNOG00000061043	Vom1r7	ensembl	protein_coding
ENSRNOG00000011234	LOC690283	ensembl	protein_coding
ENSRNOG00000051757	Vom1r8	ensembl	protein_coding
ENSRNOG00000054409	Vom1r9	ensembl	protein_coding
ENSRNOG00000052260	Vom1r10	ensembl	protein_coding
ENSRNOG00000060271	Vom1r11	ensembl	protein_coding
ENSRNOG00000055538	Vom1r12	ensembl	protein_coding
ENSRNOG00000056833	LOC108348087	ensembl	protein_coding
ENSRNOG00000047498	Vom1r15	ensembl	protein_coding
ENSRNOG00000011282	Ppp2r1a	ensembl	protein_coding
ENSRNOG00000050623	Vom1r-ps112	ensembl	protein_coding
ENSRNOG00000060596	AABR07001880.1	ensembl	pseudogene
ENSRNOG00000059492	LOC100365363	ensembl	protein_coding
ENSRNOG00000032996	Vom1r19	ensembl	protein_coding
ENSRNOG00000028807	Vom1r20	ensembl	protein_coding
ENSRNOG00000060716	AABR07001888.1	ensembl	pseudogene
ENSRNOG00000052406	LOC102552527	ensembl	protein_coding
ENSRNOG00000051578	Zfp54	ensembl	protein_coding
ENSRNOG00000042347	AABR07001896.1	ensembl	protein_coding
ENSRNOG00000042826	Zfp52	ensembl	protein_coding
ENSRNOG00000060256	RNaseP_nuc	ensembl	ribozyme
ENSRNOG00000058436	LOC108348215	ensembl	protein_coding
ENSRNOG00000043341	Zfp51	ensembl	protein_coding
ENSRNOG00000042547	AABR07001902.1	ensembl	protein_coding
ENSRNOG00000025949	Vom1r22	ensembl	protein_coding
ENSRNOG00000047128	Vom1r23	ensembl	protein_coding
ENSRNOG00000058030	AABR07001905.2	ensembl	protein_coding
ENSRNOG00000057250	AABR07001905.1	ensembl	protein_coding
ENSRNOG00000051570	AABR07001910.1	ensembl	protein_coding
ENSRNOG00000054919	U6	ensembl	snRNA
ENSRNOG00000055824	U6	ensembl	snRNA
ENSRNOG00000047884	AABR07001923.1	ensembl	protein_coding
ENSRNOG00000026569	LOC102555377	ensembl	protein_coding
ENSRNOG00000028767	AABR07001926.1	ensembl	protein_coding
ENSRNOG00000051875	AABR07001926.2	ensembl	lincRNA
ENSRNOG00000061533	AABR07001926.3	ensembl	protein_coding
ENSRNOG00000059824	AABR07001929.1	ensembl	lincRNA
ENSRNOG00000055124	AABR07001942.1	ensembl	lincRNA
ENSRNOG00000011675	Zfp40	ensembl	protein_coding
ENSRNOG00000029458	Vom2r15	ensembl	protein_coding
ENSRNOG00000058286	LOC682419	ensembl	protein_coding
ENSRNOG00000054736	Vom2r16	ensembl	protein_coding
ENSRNOG00000047616	AABR07001967.1	ensembl	protein_coding
ENSRNOG00000060529	Vom1r110	ensembl	protein_coding
ENSRNOG00000053825	Vom1r28	ensembl	protein_coding
ENSRNOG00000054778	Vom1r29	ensembl	protein_coding
ENSRNOG00000056653	Vom1r109	ensembl	protein_coding
ENSRNOG00000055843	Zik1	ensembl	protein_coding
ENSRNOG00000058214	AC098462.1	ensembl	lincRNA
ENSRNOG00000057219	Vom1r30	ensembl	protein_coding
ENSRNOG00000055529	AABR07071874.1	ensembl	protein_coding
ENSRNOG00000009146	Vom2r26	ensembl	protein_coding
ENSRNOG00000058087	Lilrc2	ensembl	protein_coding
ENSRNOG00000054954	Lilrb2	ensembl	protein_coding
ENSRNOG00000053260	Lilrb3a	ensembl	protein_coding
ENSRNOG00000058538	LOC690948	ensembl	protein_coding
ENSRNOG00000058909	Rps9	ensembl	protein_coding
ENSRNOG00000055179	Tsen34	ensembl	protein_coding
ENSRNOG00000052600	Mboat7l1	ensembl	protein_coding
ENSRNOG00000059741	Tmc4	ensembl	protein_coding
ENSRNOG00000058422	Pirb	ensembl	protein_coding
ENSRNOG00000059572	Tsen34l1	ensembl	protein_coding
ENSRNOG00000054459	Mboat7	ensembl	protein_coding
ENSRNOG00000061893	Leng1	ensembl	protein_coding
ENSRNOG00000053234	Cnot3	ensembl	protein_coding
ENSRNOG00000060004	Mir3572	ensembl	miRNA
ENSRNOG00000061039	Prpf31	ensembl	protein_coding
ENSRNOG00000056098	Tfpt	ensembl	protein_coding
ENSRNOG00000060293	Ndufa3	ensembl	protein_coding
ENSRNOG00000055716	Oscar	ensembl	protein_coding
ENSRNOG00000055796	AC103574.1	ensembl	lincRNA
ENSRNOG00000055581	Tarm1	ensembl	protein_coding
ENSRNOG00000057852	Cacng6	ensembl	protein_coding
ENSRNOG00000057848	Cacng8	ensembl	protein_coding
ENSRNOG00000054831	Mir935	ensembl	miRNA
ENSRNOG00000056257	Cacng7	ensembl	protein_coding
ENSRNOG00000054371	Prkcg	ensembl	protein_coding
ENSRNOG00000053450	Myadm	ensembl	protein_coding
ENSRNOG00000053124	Olr1l	ensembl	protein_coding
ENSRNOG00000055798	LOC103689958	ensembl	protein_coding
ENSRNOG00000056884	Olr386	ensembl	protein_coding
ENSRNOG00000060745	Nlrp12	ensembl	protein_coding
ENSRNOG00000060612	Mir295-1	ensembl	miRNA
ENSRNOG00000057399	Mir294	ensembl	miRNA
ENSRNOG00000057453	Mir293	ensembl	miRNA
ENSRNOG00000056886	Mir291b	ensembl	miRNA
ENSRNOG00000060727	Mir292	ensembl	miRNA
ENSRNOG00000051974	Mir291a	ensembl	miRNA
ENSRNOG00000056469	Mir290	ensembl	miRNA
ENSRNOG00000054438	LOC292543	ensembl	protein_coding
ENSRNOG00000048635	Vom2r27	ensembl	protein_coding
ENSRNOG00000056036	LOC103691005	ensembl	protein_coding
ENSRNOG00000056327	AABR07002010.1	ensembl	lincRNA
ENSRNOG00000057050	Vom2r12	ensembl	protein_coding
ENSRNOG00000055298	Vom2r80	ensembl	protein_coding
ENSRNOG00000054417	AABR07002025.1	ensembl	protein_coding
ENSRNOG00000048100	AABR07002044.1	ensembl	protein_coding
ENSRNOG00000046198	Vom2r19	ensembl	protein_coding
ENSRNOG00000027550	Mzf1	ensembl	protein_coding
ENSRNOG00000027514	Ube2m	ensembl	protein_coding
ENSRNOG00000043328	Chmp2a	ensembl	protein_coding
ENSRNOG00000027487	Trim28	ensembl	protein_coding
ENSRNOG00000027459	Zbtb45	ensembl	protein_coding
ENSRNOG00000019626	Slc27a5	ensembl	protein_coding
ENSRNOG00000060429	AABR07002065.2	ensembl	protein_coding
ENSRNOG00000019623	AABR07002065.1	ensembl	protein_coding
ENSRNOG00000027436	Zfp324	ensembl	protein_coding
ENSRNOG00000051968	AABR07002066.2	ensembl	lincRNA
ENSRNOG00000038445	Rnf225	ensembl	protein_coding
ENSRNOG00000019453	Rps5	ensembl	protein_coding
ENSRNOG00000031113	Zscan22	ensembl	protein_coding
ENSRNOG00000031459	Zfp128	ensembl	protein_coding
ENSRNOG00000031328	Zfp110	ensembl	protein_coding
ENSRNOG00000045583	AABR07002068.1	ensembl	protein_coding
ENSRNOG00000019376	Zfp329	ensembl	protein_coding
ENSRNOG00000026861	Zscan18	ensembl	protein_coding
ENSRNOG00000050831	Vom2r35	ensembl	protein_coding
ENSRNOG00000047703	Vom2r33	ensembl	protein_coding
ENSRNOG00000046317	Mir295-2	ensembl	miRNA
ENSRNOG00000019280	AABR07002093.1	ensembl	protein_coding
ENSRNOG00000019127	Zfp606	ensembl	protein_coding
ENSRNOG00000048663	AABR07002093.2	ensembl	protein_coding
ENSRNOG00000046802	AABR07002094.1	ensembl	pseudogene
ENSRNOG00000049902	Vom1r53	ensembl	protein_coding
ENSRNOG00000055247	LOC100909481	ensembl	protein_coding
ENSRNOG00000060288	LOC100365062	ensembl	protein_coding
ENSRNOG00000033061	LOC108348135	ensembl	protein_coding
ENSRNOG00000057670	Vom1r57	ensembl	protein_coding
ENSRNOG00000049720	AABR07002129.1	ensembl	pseudogene
ENSRNOG00000049529	Vom1r52	ensembl	protein_coding
ENSRNOG00000047370	Vom1r51	ensembl	protein_coding
ENSRNOG00000047230	Zfp551	ensembl	protein_coding
ENSRNOG00000031210	Vmn1r83	ensembl	protein_coding
ENSRNOG00000032062	AABR07002140.2	ensembl	protein_coding
ENSRNOG00000034101	Vom1r47	ensembl	protein_coding
ENSRNOG00000032817	Vom1r46	ensembl	protein_coding
ENSRNOG00000047429	AABR07071871.1	ensembl	protein_coding
ENSRNOG00000028882	Vom1r45	ensembl	protein_coding
ENSRNOG00000052304	AC096201.1	ensembl	protein_coding
ENSRNOG00000033483	Vom1r44	ensembl	protein_coding
ENSRNOG00000032226	Vom1r43	ensembl	protein_coding
ENSRNOG00000059074	LOC691661	ensembl	protein_coding
ENSRNOG00000028877	Vom1r42	ensembl	protein_coding
ENSRNOG00000031178	LOC100362054	ensembl	protein_coding
ENSRNOG00000019082	LOC103690016	ensembl	protein_coding
ENSRNOG00000050887	Vom1r40	ensembl	protein_coding
ENSRNOG00000029852	Vom1r41	ensembl	protein_coding
ENSRNOG00000002628	LOC108348133	ensembl	protein_coding
ENSRNOG00000049274	LOC102551504	ensembl	protein_coding
ENSRNOG00000047610	LOC108348164	ensembl	protein_coding
ENSRNOG00000048033	Vom1r29	ensembl	protein_coding
ENSRNOG00000047242	LOC100911184	ensembl	protein_coding
ENSRNOG00000046455	LOC100911224	ensembl	protein_coding
ENSRNOG00000055229	LOC108348118	ensembl	protein_coding
ENSRNOG00000049847	Vom1r27	ensembl	protein_coding
ENSRNOG00000049412	AABR07002181.1	ensembl	pseudogene
ENSRNOG00000051882	AABR07002187.1	ensembl	pseudogene
ENSRNOG00000048370	Vom1r63	ensembl	protein_coding
ENSRNOG00000062307	AABR07002209.1	havana	protein_coding
ENSRNOG00000047540	LOC103690077	ensembl	protein_coding
ENSRNOG00000047013	Prrg3	ensembl	protein_coding
ENSRNOG00000042030	Nlrp4a	ensembl	protein_coding
ENSRNOG00000015707	AABR07002241.1	ensembl	protein_coding
ENSRNOG00000002641	Vom2r28	ensembl	protein_coding
ENSRNOG00000015271	Zfp418	ensembl	protein_coding
ENSRNOG00000056113	7SK	ensembl	misc_RNA
ENSRNOG00000050476	AABR07002247.1	ensembl	protein_coding
ENSRNOG00000060875	7SK	ensembl	misc_RNA
ENSRNOG00000015598	Zfp772	ensembl	protein_coding
ENSRNOG00000050407	Hiatl3	ensembl	protein_coding
ENSRNOG00000046153	LOC108349745	ensembl	protein_coding
ENSRNOG00000047061	Zfp773-ps1	ensembl	protein_coding
ENSRNOG00000022742	Zfp954	ensembl	protein_coding
ENSRNOG00000059513	LOC102547412	ensembl	protein_coding
ENSRNOG00000015825	Aurkc	ensembl	protein_coding
ENSRNOG00000015956	Usp29	ensembl	protein_coding
ENSRNOG00000055983	AABR07002258.1	ensembl	lincRNA
ENSRNOG00000057261	Metazoa_SRP	ensembl	misc_RNA
ENSRNOG00000046704	Mir3099	ensembl	miRNA
ENSRNOG00000054183	Gm27675	ensembl	sRNA
ENSRNOG00000014791	Peg3	ensembl	protein_coding
ENSRNOG00000048353	Apeg3	ensembl	protein_coding
ENSRNOG00000015071	Zim1	ensembl	protein_coding
ENSRNOG00000061569	AABR07002262.2	ensembl	lincRNA
ENSRNOG00000041209	AABR07002262.1	ensembl	miRNA
ENSRNOG00000015254	Olr3	ensembl	protein_coding
ENSRNOG00000041737	5S_rRNA	ensembl	rRNA
ENSRNOG00000047512	Olr4	ensembl	protein_coding
ENSRNOG00000045783	Olr6	ensembl	protein_coding
ENSRNOG00000015289	Olr7	ensembl	protein_coding
ENSRNOG00000030070	Olr8	ensembl	protein_coding
ENSRNOG00000057132	AABR07002267.1	ensembl	pseudogene
ENSRNOG00000042502	Smim17	ensembl	protein_coding
ENSRNOG00000042777	Zfp28	ensembl	protein_coding
ENSRNOG00000015322	Zfp78	ensembl	protein_coding
ENSRNOG00000051384	AABR07002337.1	ensembl	lincRNA
ENSRNOG00000034184	Zfp583	ensembl	protein_coding
ENSRNOG00000033906	Zfp667	ensembl	protein_coding
ENSRNOG00000049014	Zscan5b	ensembl	protein_coding
ENSRNOG00000022129	Galp	ensembl	protein_coding
ENSRNOG00000015517	Zfp444	ensembl	protein_coding
ENSRNOG00000015456	Zfp787	ensembl	protein_coding
ENSRNOG00000022994	Nlrp5	ensembl	protein_coding
ENSRNOG00000042719	LOC100911147	ensembl	protein_coding
ENSRNOG00000021996	Nlrp4	ensembl	protein_coding
ENSRNOG00000038674	AABR07002351.1	ensembl	pseudogene
ENSRNOG00000060136	LOC691325	ensembl	protein_coding
ENSRNOG00000032891	Obox2	ensembl	protein_coding
ENSRNOG00000036304	AABR07002353.1	ensembl	miRNA
ENSRNOG00000048505	Vom1r32	ensembl	protein_coding
ENSRNOG00000021913	Nlrp9	ensembl	protein_coding
ENSRNOG00000035686	5S_rRNA	ensembl	rRNA
ENSRNOG00000053141	AABR07002353.2	ensembl	processed_pseudogene
ENSRNOG00000049710	Vom1r34	ensembl	protein_coding
ENSRNOG00000033755	Vom1r35	ensembl	protein_coding
ENSRNOG00000031899	Vom1r36	ensembl	protein_coding
ENSRNOG00000038647	Vom1r37	ensembl	protein_coding
ENSRNOG00000058224	RNaseP_nuc	ensembl	ribozyme
ENSRNOG00000038644	Vom1r38	ensembl	protein_coding
ENSRNOG00000058893	AABR07002382.1	ensembl	lincRNA
ENSRNOG00000032913	Rasl2-9	ensembl	protein_coding
ENSRNOG00000015743	Rfpl4a	ensembl	protein_coding
ENSRNOG00000015753	Epn1	ensembl	protein_coding
ENSRNOG00000015914	U2af2	ensembl	protein_coding
ENSRNOG00000015997	Ccdc106	ensembl	protein_coding
ENSRNOG00000016274	Zfp580	ensembl	protein_coding
ENSRNOG00000054623	U6	ensembl	snRNA
ENSRNOG00000016279	Zfp865	ensembl	protein_coding
ENSRNOG00000046037	AABR07002384.1	ensembl	pseudogene
ENSRNOG00000028628	LOC100911196	ensembl	protein_coding
ENSRNOG00000016565	Zfp524	ensembl	protein_coding
ENSRNOG00000016574	Fiz1	ensembl	protein_coding
ENSRNOG00000016608	Zfp579	ensembl	protein_coding
ENSRNOG00000042927	Sbk3	ensembl	protein_coding
ENSRNOG00000038625	Sbk2	ensembl	protein_coding
ENSRNOG00000016687	Ssc5d	ensembl	protein_coding
ENSRNOG00000042414	Nat14	ensembl	protein_coding
ENSRNOG00000038622	Zfp628	ensembl	protein_coding
ENSRNOG00000050348	LOC684270	ensembl	protein_coding
ENSRNOG00000016829	Isoc2b	ensembl	protein_coding
ENSRNOG00000016877	Shisa7	ensembl	protein_coding
ENSRNOG00000016930	Ube2s	ensembl	protein_coding
ENSRNOG00000017127	Rpl28	ensembl	protein_coding
ENSRNOG00000017306	AABR07071876.1	ensembl	pseudogene
ENSRNOG00000042528	Tmem190	ensembl	protein_coding
ENSRNOG00000017386	Il11	ensembl	protein_coding
ENSRNOG00000033173	Fam71e2	ensembl	protein_coding
ENSRNOG00000038616	Cox6b2	ensembl	protein_coding
ENSRNOG00000017508	Kmt5c	ensembl	protein_coding
ENSRNOG00000058451	U6	ensembl	snRNA
ENSRNOG00000028273	Tmem150b	ensembl	protein_coding
ENSRNOG00000017673	Brsk1	ensembl	protein_coding
ENSRNOG00000017795	Hspbp1	ensembl	protein_coding
ENSRNOG00000018090	Ppp6r1	ensembl	protein_coding
ENSRNOG00000038607	Tmem86b	ensembl	protein_coding
ENSRNOG00000058906	Ptprh	ensembl	protein_coding
ENSRNOG00000018217	Syt5	ensembl	protein_coding
ENSRNOG00000038600	Dnaaf3	ensembl	protein_coding
ENSRNOG00000018250	Tnni3	ensembl	protein_coding
ENSRNOG00000028041	Tnnt1	ensembl	protein_coding
ENSRNOG00000053828	Ppp1r12c	ensembl	protein_coding
ENSRNOG00000027942	Eps8l1	ensembl	protein_coding
ENSRNOG00000027919	Rdh13	ensembl	protein_coding
ENSRNOG00000057297	AC141517.1	ensembl	pseudogene
ENSRNOG00000053253	7SK	ensembl	misc_RNA
ENSRNOG00000047204	Gp6	ensembl	protein_coding
ENSRNOG00000049759	Nlrp2	ensembl	protein_coding
ENSRNOG00000018458	Ncr1	ensembl	protein_coding
ENSRNOG00000027855	Fcar	ensembl	protein_coding
ENSRNOG00000046577	AABR07002409.1	ensembl	miRNA
ENSRNOG00000027843	Kir3dl1	ensembl	protein_coding
ENSRNOG00000027811	Lilrb4	ensembl	protein_coding
ENSRNOG00000048238	AABR07002418.1	ensembl	protein_coding
ENSRNOG00000046683	Lilrb3	ensembl	protein_coding
ENSRNOG00000027808	Lilra5	ensembl	protein_coding
ENSRNOG00000018616	Cdc42ep5	ensembl	protein_coding
ENSRNOG00000018621	Leng9	ensembl	protein_coding
ENSRNOG00000018642	Leng8	ensembl	protein_coding
ENSRNOG00000032699	Ttyh1	ensembl	protein_coding
ENSRNOG00000059590	U1	ensembl	snRNA
ENSRNOG00000027733	Lair1	ensembl	protein_coding
ENSRNOG00000027705	Nlrp4b	ensembl	protein_coding
ENSRNOG00000015527	LOC100912013	ensembl	protein_coding
ENSRNOG00000038497	Vom2r29	ensembl	protein_coding
ENSRNOG00000038479	AABR07002467.1	ensembl	protein_coding
ENSRNOG00000046339	AABR07002473.1	ensembl	protein_coding
ENSRNOG00000031562	Vom2r31	ensembl	protein_coding
ENSRNOG00000049668	Vom1r58	ensembl	protein_coding
ENSRNOG00000048095	RGD1564801	ensembl	protein_coding
ENSRNOG00000030886	Vom1r59	ensembl	protein_coding
ENSRNOG00000047490	Vom1r60	ensembl	protein_coding
ENSRNOG00000047206	LOC100911727	ensembl	protein_coding
ENSRNOG00000014181	Vom1r61	ensembl	protein_coding
ENSRNOG00000032819	Vom1r62	ensembl	protein_coding
ENSRNOG00000014186	Zswim9	ensembl	protein_coding
ENSRNOG00000014193	Lig1	ensembl	protein_coding
ENSRNOG00000026764	Pla2g4c	ensembl	protein_coding
ENSRNOG00000056949	7SK	ensembl	misc_RNA
ENSRNOG00000056331	AC127640.1	ensembl	pseudogene
ENSRNOG00000054798	7SK	ensembl	misc_RNA
ENSRNOG00000061661	AABR07002493.1	ensembl	lincRNA
ENSRNOG00000061148	7SK	ensembl	misc_RNA
ENSRNOG00000014787	Cabp5	ensembl	protein_coding
ENSRNOG00000052287	Bsph1	ensembl	protein_coding
ENSRNOG00000046669	AABR07002499.1	ensembl	protein_coding
ENSRNOG00000056605	AABR07002505.1	ensembl	snoRNA
ENSRNOG00000047986	Sult2a1	ensembl	protein_coding
ENSRNOG00000054447	U6	ensembl	snRNA
ENSRNOG00000031005	AABR07002523.1	havana	unprocessed_pseudogene
ENSRNOG00000048028	AABR07002546.1	ensembl	pseudogene
ENSRNOG00000052468	U6	ensembl	snRNA
ENSRNOG00000022227	AABR07002564.1	ensembl	processed_pseudogene
ENSRNOG00000013548	Selenow	ensembl	protein_coding
ENSRNOG00000033146	LOC103690015	ensembl	protein_coding
ENSRNOG00000038276	AABR07002622.1	ensembl	protein_coding
ENSRNOG00000013890	Crx	ensembl	protein_coding
ENSRNOG00000038251	AABR07002623.1	ensembl	protein_coding
ENSRNOG00000051483	LOC103689961	ensembl	protein_coding
ENSRNOG00000028449	Rpl9	ensembl	protein_coding
ENSRNOG00000013023	Nop53	ensembl	protein_coding
ENSRNOG00000059444	Snord23	ensembl	snoRNA
ENSRNOG00000011346	Ehd2	ensembl	protein_coding
ENSRNOG00000011262	Bicra	ensembl	protein_coding
ENSRNOG00000021800	Zfp541	ensembl	protein_coding
ENSRNOG00000001494	Napa	ensembl	protein_coding
ENSRNOG00000001493	Kptn	ensembl	protein_coding
ENSRNOG00000001492	Slc8a2	ensembl	protein_coding
ENSRNOG00000021390	Meis3	ensembl	protein_coding
ENSRNOG00000047575	Dhx34	ensembl	protein_coding
ENSRNOG00000060587	AABR07002627.1	ensembl	lincRNA
ENSRNOG00000049028	C5ar2	ensembl	protein_coding
ENSRNOG00000047800	C5ar1	ensembl	protein_coding
ENSRNOG00000049661	Inafm1	ensembl	protein_coding
ENSRNOG00000048848	Ccdc9	ensembl	protein_coding
ENSRNOG00000015128	Sae1	ensembl	protein_coding
ENSRNOG00000053001	AABR07002644.1	ensembl	miRNA
ENSRNOG00000015229	Zc3h4	ensembl	protein_coding
ENSRNOG00000015304	Tmem160	ensembl	protein_coding
ENSRNOG00000015376	Npas1	ensembl	protein_coding
ENSRNOG00000015852	Arhgap35	ensembl	protein_coding
ENSRNOG00000038205	Gng5	ensembl	protein_coding
ENSRNOG00000028617	LOC108349752	ensembl	protein_coding
ENSRNOG00000046915	Ceacam9	ensembl	protein_coding
ENSRNOG00000015865	Ap2s1	ensembl	protein_coding
ENSRNOG00000034106	AC127887.1	ensembl	protein_coding
ENSRNOG00000015948	Slc1a5	ensembl	protein_coding
ENSRNOG00000016055	Fkrp	ensembl	protein_coding
ENSRNOG00000016145	Strn4	ensembl	protein_coding
ENSRNOG00000016434	Prkd2	ensembl	protein_coding
ENSRNOG00000052256	Dact3	ensembl	protein_coding
ENSRNOG00000016701	Gng8	ensembl	protein_coding
ENSRNOG00000016756	Ptgir	ensembl	protein_coding
ENSRNOG00000016770	Calm2	ensembl	protein_coding
ENSRNOG00000016863	Pnma8b	ensembl	protein_coding
ENSRNOG00000027944	Pnma8a	ensembl	protein_coding
ENSRNOG00000027936	Ccdc8	ensembl	protein_coding
ENSRNOG00000016907	Ppp5c	ensembl	protein_coding
ENSRNOG00000017198	Hif3a	ensembl	protein_coding
ENSRNOG00000042250	Cgm4	ensembl	protein_coding
ENSRNOG00000027607	Ceacam3	ensembl	protein_coding
ENSRNOG00000027288	Psgb1	ensembl	protein_coding
ENSRNOG00000029485	Psg29	ensembl	protein_coding
