,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
NSF; vesicle-fusing ATPase [EC:3.6.4.6],-3.969724408,-3.442585161,-4.311750793,-1.070552017,2.072696219,-0.439241597,0.277343789,0.061517615,0.87553543,0.097825833,0.856889366
GH3; auxin responsive GH3 gene family,-5.861592561,-5.299346823,-6.418031586,-1.208191029,2.646466236,-0.391832645,0.299089761,0.122261033,0.915387576,0.138672982,0.862117242
"RP-L21, rplU; large subunit ribosomal protein L21",3.052115457,3.005392975,3.155274294,0.154720926,0.259032605,0.573235848,0.264322959,0.050992349,0.842197973,0.086622516,0.86250495
dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18],3.419322326,3.169105936,3.618765717,0.387899343,0.781651439,0.50966317,0.277343789,0.086067696,0.958435484,0.077715497,0.862851233
"E4.6.1.1A, cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]",-1.594173161,-2.249037251,-1.138181521,1.250625034,2.389277137,0.514267154,0.278645872,0.052528549,0.853666897,0.082224171,0.86353553
UBC; ubiquitin C,-5.15881866,-4.731524638,-5.670067005,-1.279357742,3.107295894,-0.389890439,0.290364619,0.107296278,0.932078907,0.121402372,0.864664649
"mtnN, mtn, pfs; S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9]",2.316237675,2.486814458,2.153960143,-0.370888686,0.743360649,-0.461408759,0.284785473,0.211094732,0.996934487,0.08216372,0.867793892
potF; putrescine transport system substrate-binding protein,-1.864305385,-2.622983818,-1.558231462,1.062836567,1.942951289,0.534096087,0.289062536,0.049217135,0.836882637,0.086196592,0.867878325
"UPF2, RENT2; regulator of nonsense transcripts 2",-3.972277158,-4.216060808,-3.650668199,0.662839493,1.584960244,0.394708612,0.30338545,0.131707276,0.929908716,0.137320364,0.868445415
P38; p38 MAP kinase [EC:2.7.11.24],-5.496924715,-4.845202134,-6.134630944,-1.309929669,3.034909038,-0.426335088,0.30169054,0.112140098,0.91464446,0.12761331,0.871147499
"E3.2.1.39; glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]",-4.085258342,-4.51310278,-3.057329026,1.424321779,2.533221549,0.51506885,0.289062536,0.096706456,0.921218283,0.104650952,0.871622489
"E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]",-4.643444723,-3.735906857,-6.24876201,-2.264387695,4.14969232,-0.479900717,0.298177117,0.060894064,0.868145195,0.092271824,0.871845004
gsiA; glutathione transport system ATP-binding protein,-2.389146542,-2.196948386,-2.566262113,-0.421973454,0.881746501,-0.451899698,0.305989616,0.077222148,0.874203154,0.115749112,0.872724198
GLA; alpha-galactosidase [EC:3.2.1.22],-3.928700544,-3.154139802,-4.466541041,-1.108218677,2.258738591,-0.415028678,0.289987032,0.169866939,0.98316225,0.101829028,0.875200154
cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-],-6.285466044,-6.741585634,-5.675569888,1.03403477,2.253199389,0.393176668,0.2994792,0.284903777,0.926805656,0.183949678,0.876952754
menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9],1.303969313,1.402506968,1.096818798,-0.327547776,0.603604851,-0.462721382,0.286085863,0.089177941,0.949019333,0.092320892,0.877427537
"SIG3.2, rpoE; RNA polymerase sigma-70 factor, ECF subfamily",1.178509535,0.831318449,1.278671513,0.568614325,1.03244145,0.510277653,0.296488981,0.123391461,0.991366617,0.086651182,0.878217286
NAGPA; N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [EC:3.1.4.45],-6.163617089,-6.951831986,-5.55227599,1.340711842,2.777699504,0.400144702,0.295572951,0.174323146,0.919096316,0.14514646,0.878484091
"cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR",1.050377072,0.978691077,1.128696407,0.176674711,0.361999736,0.459310697,0.30169054,0.083693341,0.882352499,0.130552645,0.880112282
mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250],-2.251272874,-2.587091987,-1.787896333,0.737084932,1.462713083,0.418028723,0.30299093,0.147773407,0.964864453,0.106972153,0.8826164
URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2],-3.005465901,-3.29775549,-2.571427448,0.821882915,1.469042675,0.44202665,0.30039015,0.282270934,0.987382193,0.105771692,0.883547386
"agrA; two-component system, AgrA family, response regulator AgrA",-1.503875047,-1.284587188,-2.409554911,-1.18157648,2.412931812,-0.447764807,0.291666702,0.133348508,0.981629159,0.092458556,0.884100738
"creB; two-component system, OmpR family, catabolic regulation response regulator CreB",-2.041000451,-1.891842501,-2.170352087,-0.316339207,0.744213741,-0.427593789,0.305989616,0.112578206,0.899952259,0.177925033,0.886537269
macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-],2.175446133,2.066735324,2.326588234,0.271485551,0.520731071,0.439775556,0.287760453,0.080497463,0.934393984,0.095271772,0.886681455
"PTS-Scr-EIIA, scrA; PTS system, sucrose-specific IIA component [EC:2.7.1.69]",-2.92059022,-2.527485271,-3.300117505,-0.772447624,1.456880352,-0.460276984,0.30039015,0.203936637,0.983575347,0.12584711,0.8892342
DHRS4; dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-],-6.359600876,-6.822514297,-5.747061259,1.077032098,2.482943293,0.373992528,0.31640628,0.318608955,0.958828118,0.193250581,0.890759499
CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3],-2.770181551,-3.033035065,-2.406386513,0.625658234,1.214773809,0.479861203,0.289987032,0.156179567,0.95274371,0.127847706,0.891938787
cydA; cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.-],3.072915589,3.009998355,3.178781932,0.211893385,0.498800673,0.336012647,0.30039015,0.279694996,0.99694338,0.098138875,0.892115167
nifH; nitrogenase iron protein NifH [EC:1.18.6.1],-1.087400858,-0.920692164,-1.261487114,-0.267297354,0.577478056,-0.460572941,0.30039015,0.158237836,0.970835002,0.116085787,0.892242713
"AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]",-5.06977364,-4.789595466,-5.455547214,-0.841126253,2.141356059,-0.341628553,0.30429132,0.113610792,0.920553831,0.17908889,0.892432291
E3.2.1.24; alpha-mannosidase [EC:3.2.1.24],3.100745843,3.235728865,2.830140663,-0.317229392,0.715115619,-0.496339701,0.288686642,0.109533799,0.981129539,0.09368057,0.89347922
"E2.4.2.4, deoA; thymidine phosphorylase [EC:2.4.2.4]",-0.274139837,-0.135190336,-0.348641569,-0.248221703,0.59414328,-0.380343,0.296875034,0.133331887,0.95606279,0.143502452,0.894625834
"dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]",-3.42562416,-3.784848704,-3.051128727,0.721539152,1.467874452,0.463509618,0.305989616,0.099487783,0.908880301,0.130625952,0.895211474
"ABC.SX.P, cysT; putative sulfate transport system permease protein",-4.539589575,-4.814815283,-4.081860147,1.305107087,2.769738968,0.436931552,0.313394049,0.058024842,0.853833768,0.135203253,0.895559127
"E5.3.1.16, hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]",3.509228814,3.578118819,3.44003474,-0.183537565,0.34167923,-0.517870879,0.297789371,0.054777281,0.858282752,0.101226073,0.896307403
alsB; D-allose transport system substrate-binding protein,-4.352690401,-4.004718472,-4.775532105,-0.800205968,1.772540966,-0.421110808,0.310793269,0.198972686,0.954064776,0.137584079,0.896498799
"pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]",-5.661773065,-5.340942282,-6.127514203,-0.790998199,1.884881264,-0.365667085,0.320312529,0.162204302,0.916750537,0.226493347,0.897569583
"algR; two-component system, LytT family, response regulator AlgR",-2.576485414,-2.783842611,-2.28639965,0.573136854,1.241654544,0.409214122,0.296488981,0.101808495,0.911942191,0.147355462,0.89842238
rhaQ; rhamnose transport system permease protein,-5.741718503,-6.07725923,-5.359442841,0.646886137,1.625398855,0.300932671,0.334200286,0.416011699,0.967321172,0.231142562,0.901305283
"ABC.MET.S, metQ; D-methionine transport system substrate-binding protein",3.301931439,3.181279407,3.405635334,0.284623077,0.598633646,0.52052231,0.291666702,0.033820233,0.784442449,0.101430712,0.902384184
FRAP; FKBP12-rapamycin complex-associated protein,-3.636041994,-3.248080507,-4.767670437,-1.54303519,3.253271408,-0.426746643,0.291287422,0.065544376,0.881919151,0.109106767,0.90296044
purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],4.238455091,4.19422855,4.343065302,0.12060092,0.244281094,0.371191908,0.30559171,0.081753826,0.931976992,0.110285537,0.904018473
ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],0.899645312,1.478822426,0.31528165,-0.82757393,1.639946364,-0.413103058,0.291666702,0.191462701,0.996842586,0.099972494,0.905194549
"DHX38, PRP16; pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [EC:3.6.4.13]",-5.374985764,-4.502821152,-5.886211561,-1.522044965,3.156505426,-0.404180938,0.3068921,0.221251508,0.963559013,0.150883717,0.905684749
H2B; histone H2B,-5.625310579,-5.10701652,-6.140918563,-1.083195396,2.553319985,-0.370532213,0.319010446,0.291835793,0.95848111,0.203181129,0.905815388
"PTS-Arb-EIIB, glvB; PTS system, arbutin-like IIB component [EC:2.7.1.69]",-0.255577498,-0.021387276,-0.524140305,-0.647354478,1.321696319,-0.404677576,0.30429132,0.263828132,0.996896724,0.10693099,0.90587692
gspH; general secretion pathway protein H,-5.837773922,-6.477602125,-5.372529992,1.038464301,2.516990331,0.359308408,0.321196388,0.258304798,0.946205492,0.193612258,0.906539774
HNRNPA1_3; heterogeneous nuclear ribonucleoprotein A1/A3,-5.691592917,-5.391079051,-6.207266249,-0.837507294,2.258593287,-0.277289679,0.332031277,0.271738449,0.960970882,0.231843838,0.908761588
lacK; lactose/L-arabinose transport system ATP-binding protein,-5.953459432,-6.429502209,-5.061062337,1.415933008,3.28431017,0.360102779,0.310793269,0.306611319,0.961289419,0.160937189,0.909685631
entC; isochorismate synthase [EC:5.4.4.2],0.083920019,0.206136249,-0.080142005,-0.352695866,0.719493041,-0.429904252,0.30039015,0.072018331,0.905291735,0.11990061,0.910441582
folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],4.5099263,4.479149395,4.596416279,0.104109275,0.266073436,0.374488675,0.3068921,0.076743102,0.927716585,0.11495939,0.910594422
"RP-S6, rpsF; small subunit ribosomal protein S6",2.987240401,2.948942109,3.06710507,0.167879969,0.317048192,0.521726866,0.298177117,0.053597839,0.851953333,0.12190191,0.911743408
"E3.5.4.4, ADA, add; adenosine deaminase [EC:3.5.4.4]",1.221686897,1.171255659,1.430550866,0.43563616,0.685661035,0.581143241,0.3068921,0.044222218,0.822406259,0.109796608,0.911800003
glmU1; UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23],-3.864686138,-4.118505228,-3.607391997,0.599137085,1.391149527,0.339068894,0.326822944,0.148349024,0.955398538,0.185869824,0.911846798
phnK; putative phosphonate transport system ATP-binding protein,-4.421317943,-4.650320035,-4.205584245,0.62300966,1.576797306,0.403895535,0.330299117,0.138911658,0.911213898,0.218910748,0.911932363
pat; phosphinothricin acetyltransferase [EC:2.3.1.183],1.976632703,1.899965236,2.092368811,0.354347442,0.632837726,0.515353312,0.307291699,0.048273623,0.839183904,0.106529582,0.91289442
"RP-S12, rpsL; small subunit ribosomal protein S12",3.445331321,3.393454669,3.480171392,0.141993426,0.32430484,0.395402584,0.298177117,0.098102984,0.963690078,0.11910058,0.913153665
glnP; glutamine transport system permease protein,-2.637474197,-2.280326338,-3.037240878,-0.563050492,1.146330701,-0.474395469,0.314694439,0.123960188,0.938321196,0.140473272,0.913358437
"RP-L36, rpmJ; large subunit ribosomal protein L36",0.293417385,0.083912372,0.421198252,0.280919934,0.517067981,0.466895124,0.317295218,0.138331699,0.966632853,0.13283099,0.913514208
"RP-S15, rpsO; small subunit ribosomal protein S15",3.032241501,2.980403984,3.076805503,0.131678031,0.316316093,0.402930314,0.296488981,0.095618684,0.94952163,0.125732513,0.915122958
"MAO, aofH; monoamine oxidase [EC:1.4.3.4]",-5.666620882,-5.289373943,-6.100020771,-0.903238872,2.339045985,-0.350929396,0.331599507,0.176085046,0.931072164,0.214876691,0.915384818
murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],4.804297384,4.736686679,4.84277385,0.109327443,0.238622834,0.353480942,0.30299093,0.304841166,0.99694338,0.117454225,0.915662518
lsrC; AI-2 transport system permease protein,-2.211296045,-1.723925974,-2.454859351,-0.538961512,1.126859718,-0.448529712,0.315994828,0.168996922,0.963072806,0.151166523,0.916720648
rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],0.974406745,0.850083161,1.385412895,0.673687692,1.910227858,0.340452885,0.299089761,0.170466111,0.996934487,0.108285265,0.916933131
DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-],-1.687509506,-2.010388191,-1.50388408,0.436735773,0.848698418,0.495827988,0.30559171,0.163039491,0.962629311,0.148261244,0.91765705
ABC.NGC.P1; N-acetylglucosamine transport system permease protein,-4.68658952,-4.929958657,-4.331873627,0.664432654,2.410568392,0.21806405,0.324218778,0.39415661,0.991882876,0.185686588,0.918617193
pcnB; poly(A) polymerase [EC:2.7.7.19],2.822017619,2.615381157,2.895416882,0.315220783,0.691530371,0.449515901,0.308192489,0.151619509,0.996458331,0.109261442,0.919301622
gspF; general secretion pathway protein F,-4.557217577,-3.779470445,-4.976618057,-1.180525179,2.563398862,-0.39796275,0.325520861,0.135248088,0.942449811,0.152159312,0.920322984
rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],6.757276049,6.704202786,6.806918685,0.115449307,0.329258123,0.327815431,0.308593782,0.353634616,0.99694338,0.110367408,0.920491456
pheB; chorismate mutase [EC:5.4.99.5],1.084112196,1.218943628,0.978926531,-0.268379551,0.561729666,-0.375759686,0.30039015,0.476787791,0.99694338,0.130381895,0.920549464
"DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]",-5.089333995,-4.686652513,-5.564478759,-1.046301148,2.413105982,-0.382652863,0.309895865,0.153227787,0.957755159,0.200453447,0.92087165
allC; allantoate deiminase [EC:3.5.3.9],-4.31454771,-4.018658727,-4.628350336,-0.531488713,1.322068857,-0.353593189,0.321614612,0.25297217,0.952791319,0.220778365,0.920898328
SCLY; selenocysteine lyase [EC:4.4.1.16],-4.110505158,-3.583684934,-4.427246005,-0.801596291,1.929523627,-0.377010747,0.317708363,0.249984773,0.969417508,0.164738069,0.922253552
ABC-2.CPSE.P; capsular polysaccharide transport system permease protein,-5.589979736,-5.37584585,-5.944664651,-0.600045766,1.669786816,-0.294611093,0.342002626,0.23362843,0.942303206,0.299088225,0.922567782
ppgK; polyphosphate glucokinase [EC:2.7.1.63],-0.388933476,-0.729392916,-0.265317188,0.703671948,1.485632893,0.437149827,0.2994792,0.072628884,0.91219703,0.126527077,0.925306551
lplA; lipoate-protein ligase A [EC:2.7.7.63],1.489165241,1.614802933,1.237088443,-0.281487685,0.576014672,-0.429392942,0.308192489,0.242756672,0.996886248,0.129892296,0.925866075
dsdA; D-serine dehydratase [EC:4.3.1.18],1.184105799,0.988137216,1.275396498,0.260690195,0.586899226,0.413317852,0.317708363,0.154161129,0.993563672,0.125776623,0.927532424
"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]",-0.776046491,-1.123902289,-0.512367943,0.572931281,1.567034412,0.375032567,0.30169054,0.209964189,0.99422459,0.122946327,0.927976762
ackA; acetate kinase [EC:2.7.2.1],5.081064222,5.023352631,5.133262405,0.120399061,0.358208828,0.367014514,0.304687533,0.22479545,0.996934487,0.12240666,0.928912072
CSNK2B; casein kinase II subunit beta,-5.412431517,-4.901971112,-5.923230141,-0.965245061,2.420008517,-0.369285299,0.327698337,0.23928548,0.96708667,0.225378391,0.929370887
flgF; flagellar basal-body rod protein FlgF,-2.696845406,-3.056964677,-2.057016682,0.899214498,1.977336595,0.423485734,0.312500031,0.143781152,0.967168008,0.140392534,0.929491895
E1.4.7.1; glutamate synthase (ferredoxin) [EC:1.4.7.1],2.794772033,2.650853741,2.881230425,0.362701649,0.75737407,0.465929823,0.309492879,0.05955547,0.881103229,0.115396357,0.930395623
"RP-S17, rpsQ; small subunit ribosomal protein S17",2.511301887,2.439613005,2.586752349,0.154754698,0.453388488,0.333255974,0.317708363,0.203485599,0.99694338,0.132556725,0.93109961
"ABCC-BAC; ATP-binding cassette, subfamily C, bacterial",4.47732459,4.69155069,4.325623971,-0.209152849,0.417802815,-0.324696133,0.309492879,0.657592697,0.99694338,0.116978973,0.931507806
pldB; lysophospholipase [EC:3.1.1.5],-0.784874452,-0.617167883,-1.035653797,-0.494147874,1.080621012,-0.408978421,0.311197948,0.219225687,0.996073625,0.138458838,0.931884664
"RP-L40e, RPL40; large subunit ribosomal protein L40e",-3.021072313,-2.653876043,-3.404201311,-0.713500819,1.79982435,-0.359239633,0.317295218,0.142716884,0.973524303,0.154263792,0.932506232
NTH; endonuclease III [EC:4.2.99.18],3.728244655,3.621038694,3.787573866,0.138366781,0.348965212,0.345010338,0.315104197,0.200281816,0.996710773,0.127386257,0.932582539
ABC-2.CPSE.A; capsular polysaccharide transport system ATP-binding protein,-3.411636898,-3.145571926,-3.648170742,-0.444615673,1.225642737,-0.348707256,0.332031277,0.20421663,0.972204263,0.224875577,0.932634091
ACHE; acetylcholinesterase [EC:3.1.1.7],-6.096601442,-6.834764046,-5.692966783,1.037849504,2.795091419,0.280964894,0.345052108,0.193422742,0.953179957,0.249547282,0.933318873
"PTS-Scr-EIIB, scrA; PTS system, sucrose-specific IIB component [EC:2.7.1.69]",0.382276171,0.701216081,0.27663754,-0.36470903,0.642582564,-0.382164869,0.332899896,0.529619759,0.99694338,0.146893066,0.933619892
purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],4.884395134,4.849149593,4.918834674,0.08213907,0.210808954,0.294953405,0.317295218,0.558891853,0.99694338,0.148767484,0.934028438
"RFK, FMN1; riboflavin kinase [EC:2.7.1.26]",-5.56997876,-5.224190134,-6.141071245,-0.919387173,2.682890353,-0.289739892,0.328998727,0.273721893,0.968387976,0.215433363,0.934438807
"DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]",-5.293204148,-4.731770766,-5.949744647,-1.052908103,2.586919089,-0.339075486,0.321614612,0.298347254,0.982414007,0.196816389,0.93485005
"HUWE1, MULE, ARF-BP1; E3 ubiquitin-protein ligase HUWE1 [EC:6.3.2.19]",-4.537516512,-4.294513379,-5.052688424,-0.705048463,1.979255925,-0.315898682,0.336801066,0.125413443,0.934175933,0.23130353,0.935372471
nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13],2.429777164,2.567745371,2.34072714,-0.193855397,0.50680052,-0.391016412,0.3068921,0.144407838,0.992306328,0.126999752,0.935410052
"E1.1.1.44, PGD, gnd; 6-phosphogluconate dehydrogenase [EC:1.1.1.44]",1.74471565,1.858718839,1.64378377,-0.31955533,0.786335951,-0.345356047,0.308593782,0.397988551,0.99694338,0.129349942,0.937077746
"E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]",3.90376925,3.828302416,3.958952795,0.135952611,0.3806615,0.304837974,0.308593782,0.336886738,0.99694338,0.128038853,0.937438207
"E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]",1.775407694,1.923094879,1.629980664,-0.415329832,0.940561442,-0.398403943,0.309492879,0.17170593,0.996934487,0.127881421,0.937934028
