PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.caecum_mixture.oplsda.
3862,2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",15949,LC/MS Pos Early,100000125,2193,228.09789,951-77-9,13711,13117,C00881,HMDB00014,0.968231104,0.924920829,1.038595006,1.038595006,0.5215117
436,N-alpha-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32984,LC/MS Pos Early,100000285,2000,175.10772,1572591,439232,388369,C00437,HMDB03357,0.573503156,0.855722332,0.920264849,-2.173287398,0.517017713
1789,"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38399,LC/MS Neg,179,5180,313.23843,263399-34-4,9966640,8142232,C14828,HMDB04704,0.729876997,0.913392075,1.007732857,1.007732857,0.516915107
1791,"2S,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62950,LC/MS Polar,100002284,1660,119.03498,5057-93-2,10964471,9139682,NA,HMDB02453,0.781591538,0.917681733,0.980026296,-2.040761568,0.51460967
1530,2-hydroxysebacate,Lipid,"Fatty Acid, Dicarboxylate",63357,LC/MS Polar,100020378,2358,217.10814,103963-71-9,128458,113866,NA,HMDB00424,0.929650825,0.92326884,0.977798622,-2.045410942,0.513438142
405,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,LC/MS Pos Early,512,660,126.02195,107-35-7,1123,1091,C00245,HMDB00251,0.492336918,0.822899862,1.540593597,1.540593597,0.512341938
4264,2-pyrrolidineacetic acid,Xenobiotics,Food Component/Plant,63269,LC/MS Pos Early,100006441,2248,130.08626,56879-46-0,123784,110335,NA,NA,0.508612765,0.822899862,0.909209057,-2.19971412,0.512089384
110,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.10772,13204-98-3,1029,1002,C16741,HMDB00450,0.984587675,0.93288866,0.988198768,-2.023884329,0.511238846
3898,nicotinate ribonucleoside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33471,LC/MS Pos Early,100001316,1536,256.08157,2625-49-2,161234,141635,C05841,HMDB06809,0.44127128,0.815186108,1.002688664,1.002688664,0.509830925
4365,enterolactone,Xenobiotics,Food Component/Plant,39626,LC/MS Neg,100003070,4515,297.11323,78473-71-9,10685477,8860823,NA,NA,0.484887353,0.822899862,1.130735874,1.130735874,0.509382152
3119,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,1605,LC/MS Neg,1135,5055,391.28538,128-13-2,31401,29131,C07880,HMDB00946,0.760695024,0.913392075,0.995628224,-2.008781944,0.50820729
4512,solanidine,Xenobiotics,Food Component/Plant,39788,LC/MS Pos Late,100002773,1010,398.34175,80-78-4,65727,59150,C06543,HMDB03236,0.914921774,0.92326884,1.052702366,1.052702366,0.504755562
1091,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.01933,600-19-1,752,732,C00258,HMDB00139,0.345432051,0.778115102,0.901655968,-2.218140921,0.503760418
2537,1-myristoylglycerol (14:0),Lipid,Monoacylglycerol,35625,LC/MS Neg,100001618,6353.3,227.20163,75685-84-6,79050,71382,C01885,HMDB11561,0.920167343,0.92326884,0.645877192,-3.096563906,0.502473536
419,3-amino-2-piperidone,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62853,LC/MS Pos Early,100020361,2065,115.08659,1892-22-4,5200225,4371576,NA,HMDB00323,0.936041102,0.92326884,1.131610506,1.131610506,0.501862502
157,tyramine,Amino Acid,Tyrosine Metabolism,1603,LC/MS Pos Early,1133,2540,138.09134,60-19-5,5610,5408,C00483,HMDB00306,0.217741671,0.72833864,2.104768993,2.104768993,0.501670283
3101,deoxycholic acid (12 or 24)-sulfate*,Lipid,Secondary Bile Acid Metabolism,63688,LC/MS Neg,100021712,4580,235.11746,NA,NA,NA,NA,NA,0.624132645,0.881306827,0.920241153,-2.173343361,0.497722161
3103,3-dehydrodeoxycholate,Lipid,Secondary Bile Acid Metabolism,63119,LC/MS Neg,100020860,5235,389.26973,834588,160738,141233,NA,HMDB62742,0.743305922,0.913392075,1.079183155,1.079183155,0.496464415
340,2-methylbutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",31928,LC/MS Neg,100001155,1884,158.08226,52320-67-9,193872,168243,NA,HMDB00339,0.343436396,0.778115102,0.980647097,-2.039469658,0.49557121
3772,2'-deoxyadenosine 5'-monophosphate,Nucleotide,"Purine Metabolism, Adenine containing",46333,LC/MS Pos Early,100000485,1284,332.07545,653-63-4,12599,601,C00360,HMDB00905,0.372749661,0.781276428,1.098294492,1.098294492,0.494289426
4370,ergothioneine,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.09578,58511-63-0,3032311,2297320,C05570,HMDB03045,0.39685526,0.790722581,1.75,1.75,0.494276208
3873,thymidine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",2183,LC/MS Neg,872,1963.7,241.08299,50-89-5,5789,5585,C00214,HMDB00273,0.238781054,0.742185792,1.514500519,1.514500519,0.488884938
3818,uridine 3'-monophosphate (3'-UMP),Nucleotide,"Pyrimidine Metabolism, Uracil containing",39764,LC/MS Polar,106,3800,323.02859,35170-0-7;35170-03-7,101543,91753,C01368,NA,0.521356761,0.825542293,0.689049787,-2.902547884,0.486839662
245,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,43549,LC/MS Polar,100004561,900,164.03531,3342-77-6,101399,91624,C05653,HMDB04089,0.445195304,0.818106579,1.310948057,1.310948057,0.482393685
3731,xanthosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15136,LC/MS Neg,100000299,1075,283.0684,146-80-5,64959,58484,C01762,HMDB00299,0.221586158,0.730272339,0.762341434,-2.623496391,0.481682861
428,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.15026,102783-24-4,123831,110375,C03626,HMDB01539,0.424584537,0.808386673,0.936637837,-2.135297039,0.479835505
738,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.10772,1963-21-9,97417,2006926,NA,HMDB28854,0.453484064,0.822899862,1.555982877,1.555982877,0.478852987
108,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.15976,23284-33-5,440120,140379,C03793,HMDB01325,0.668612248,0.90273406,0.964388082,-2.073853916,0.476206552
3136,6-oxolithocholate,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.26973,2393-61-5,164960,144621,NA,NA,0.767474354,0.914747052,0.93350336,-2.142466846,0.474176822
148,4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,541,LC/MS Neg,144,1361,151.04007,156-38-7,127,3881560,C00642,HMDB00020,0.211592516,0.720741384,0.868673877,-2.302360014,0.473347814
62,propionylglutamine,Amino Acid,Glutamate Metabolism,54909,LC/MS Pos Early,100010846,1140,203.10264,NA,NA,32469839,NA,NA,0.483016651,0.822899862,1.159983341,1.159983341,0.467851465
2688,hexadecasphinganine (d16:0)*,Lipid,Sphingolipid Synthesis,57544,LC/MS Pos Late,100015865,1300,274.27406,NA,656816,571105,C13915,NA,0.691887655,0.905888618,0.956620797,-2.090692579,0.46419329
1748,3-hydroxyoleate*,Lipid,"Fatty Acid, Monohydroxy",61843,LC/MS Neg,100019966,5508,297.24351,NA,NA,NA,NA,NA,0.961489366,0.923534197,1.002967275,1.002967275,0.461447203
1085,3-phosphoglycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1414,LC/MS Neg,132,583,184.98566,80731-10-8,724,10669764,C00597,HMDB00807,0.882813233,0.92326884,1.432570998,1.432570998,0.459313351
3852,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,65-46-3,6175,5940,C00475,HMDB00089,0.742335988,0.913392075,0.864432209,-2.313657427,0.458188838
3117,taurolithocholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,36850,LC/MS Neg,100001658,5027,280.62205,64936-83-0,440071,389078,C03642,HMDB02580,0.85756855,0.92326884,0.902190606,-2.216826453,0.45071892
3894,(3'-5')-uridylyluridine,Nucleotide,Dinucleotide,52741,LC/MS Neg,100009058,1688,549.08756,2415-43-2,102258,92384,NA,NA,0.682046353,0.90273406,1.168648384,1.168648384,0.449857778
2892,beta-sitosterol,Lipid,Sterol,27414,LC/MS Pos Late,100001033,3054,397.38289,83-46-5,222284,192962,C01753,HMDB00852,0.489691511,0.822899862,1.113337379,1.113337379,0.448076956
1728,2-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",32413,LC/MS Neg,100001180,5364,243.19656,2507-55-3,1563,1508,C13790,HMDB02261,0.287737822,0.769838012,0.806044873,-2.481251438,0.446986976
39,asparagine,Amino Acid,Alanine and Aspartate Metabolism,512,LC/MS Pos Early,917,1225,133.06077,70-47-3,6267,6031,C00152,HMDB00168,0.380400196,0.781276428,1.213061979,1.213061979,0.443841916
1895,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Pos Late,1137,1661,326.30536,11-58-0;111-58-0,5283454,4446574,NA,HMDB02088,0.689876831,0.905888618,0.934833626,-2.139418122,0.443589673
3150,7-ketodeoxycholate,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.26464,911-40-0,188292,163659,NA,HMDB00391,0.639130548,0.885527283,0.878239768,-2.277282437,0.442358494
89,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.05021,645-65-8,96215,86856,C02835,HMDB02024,0.923508819,0.92326884,1.034326103,1.034326103,0.440286598
1384,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),18467,LC/MS Neg,2050,5450,301.2173,10-2005-9;10417-94-4,446284,393682,C06428,HMDB01999,0.488935646,0.822899862,0.815340909,-2.452961672,0.431775668
1273,N-acetylglucosamine/N-acetylgalactosamine,Carbohydrate,Aminosugar Metabolism,46539,LC/MS Pos Early,100006435,715,222.0972,NA,24139,NA,NA,HMDB00215,0.509163591,0.822899862,1.337250759,1.337250759,0.427686467
3860,2'-deoxycytidine 5'-monophosphate,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",533,LC/MS Pos Early,298,975,308.06422,1032-65-1,13945,5414501,C00239,HMDB01202,0.360780293,0.781276428,1.232643749,1.232643749,0.422297837
1727,2-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",52916,LC/MS Neg,100008934,5211,215.16526,2984-55-6,97783,88259,NA,NA,0.628038598,0.881306827,0.948819795,-2.107881825,0.421997874
1375,hexadecatrienoate (16:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330,249.186,7561-64-0,5312428,4471853,NA,NA,0.609153228,0.875217111,0.667309898,-2.997108248,0.420827451
2619,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,Lipid,Diacylglycerol,54969,LC/MS Pos Late,100010942,2790,634.54051,NA,NA,NA,NA,HMDB07248,0.379178787,0.781276428,0.20730797,-9.647482434,0.420544194
1899,stearoyl ethanolamide,Lipid,Endocannabinoid,38625,LC/MS Pos Late,100002254,1787,328.32101,111-57-9,27902,25958,NA,HMDB13078,0.816422971,0.919106997,0.908895387,-2.200473265,0.419615711
4233,apigenin,Xenobiotics,Food Component/Plant,21189,LC/MS Neg,100000935,3845,269.04554,520-36-5,5280443,4444100,C01477,HMDB02124,0.758175353,0.913392075,0.69821614,-2.86444252,0.413904616
1623,3-hydroxymargaroylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),63670,LC/MS Neg,100021376,5555,342.26498,NA,10545348,8720739,NA,NA,0.492489128,0.822899862,1.098395058,1.098395058,0.413729289
130,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597,206.08226,2018-61-3,74839,67404,C03519,HMDB00512,0.283960247,0.769432033,1.370506699,1.370506699,0.408825552
143,phenethylamine,Amino Acid,Phenylalanine Metabolism,12142,LC/MS Pos Early,1207,3065,122.09643,64-04-0,1001,13856352,C05332,HMDB02017,0.941161114,0.92326884,1.160118973,1.160118973,0.40729006
81,anserine,Amino Acid,Histidine Metabolism,15747,LC/MS Pos Early,100000044,2924,241.12952,10030-52-1,112072,100482,C01262,HMDB00194,0.328142701,0.778115102,1.183161703,1.183161703,0.404450041
3957,gamma-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918,410.3179,14101-61-2,5282349,4445514,C14155,HMDB12958,0.882733151,0.92326884,0.958038936,-2.087597827,0.403632566
2539,1-pentadecanoylglycerol (15:0),Lipid,Monoacylglycerol,47898,LC/MS Neg,100001431,6200,241.21728,104140-07-0,190750,165667,NA,NA,0.894949452,0.92326884,1.012628047,1.012628047,0.402323182
3161,tauroursodeoxycholic acid sulfate (2),Lipid,Secondary Bile Acid Metabolism,62785,LC/MS Neg,100020845,4603,288.61951,NA,NA,NA,NA,NA,0.879045028,0.92326884,0.30690687,-6.516634824,0.401241939
3956,alpha-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37502,LC/MS Pos Late,100001979,1986,424.3336,58864-81-6,5282347,4445512,C14153,HMDB06327,0.867383569,0.92326884,0.933579267,-2.142292648,0.400383631
4705,N-methylpipecolate,Xenobiotics,Bacterial/Fungal,47101,LC/MS Pos Early,100005383,1932,144.10191,41447-17-0,11286529,9461516,NA,NA,0.271315302,0.765886998,0.875340801,-2.284824375,0.400157739
126,5-aminovalerate,Amino Acid,Lysine Metabolism,18319,LC/MS Pos Early,100000454,2220,118.08626,660-88-8,138,135,C00431,HMDB03355,0.954450976,0.92326884,0.987387585,-2.02554704,0.399215076
1393,linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),34035,LC/MS Neg,100001337,5450,277.2173,NA,5280934,4444437,C06426,HMDB03073,0.47939931,0.822899862,0.757072152,-2.641756131,0.399116936
3892,(3'-5')-uridylylcytidine*,Nucleotide,Dinucleotide,62398,LC/MS Neg,100020729,1591,548.10356,NA,NA,NA,NA,NA,0.764081963,0.914747052,1.095518292,1.095518292,0.398131253
4128,3-(3-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35635,LC/MS Neg,100001624,1980,165.05571,621-54-5,91,89,C11457,HMDB00375,0.938937049,0.92326884,0.791984688,-2.525301347,0.395657987
835,phenylalanylglycine,Peptide,Dipeptide,41370,LC/MS Pos Early,100003588,2898,223.10772,721-90-4,98207,88678,NA,HMDB28995,0.37574006,0.781276428,2.458379933,2.458379933,0.392660556
3073,cholate,Lipid,Primary Bile Acid Metabolism,22842,LC/MS Neg,136,5165,407.28029,81-25-4,221493,NA,C00695,HMDB00619,0.864837488,0.92326884,0.986738768,-2.026878911,0.392566434
3891,(3'-5')-guanylyluridine,Nucleotide,Dinucleotide,52743,LC/MS Neg,100009056,1772,588.10969,1053910,NA,32821064,NA,NA,0.720537138,0.91326652,0.873170197,-2.290504196,0.390512157
2556,2-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,33419,LC/MS Neg,100001048,6400,255.23293,23470-00-0,123409,110006,NA,HMDB11533,0.921729932,0.92326884,0.858045427,-2.330878923,0.390033775
2682,3-ketosphinganine,Lipid,Sphingolipid Synthesis,34381,LC/MS Pos Late,100001436,1400,300.28971,18944-28-0,631,611,C02934,HMDB01480,0.698242655,0.907954205,0.938117852,-2.131928303,0.389980944
4520,stachydrine,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440,144.10191,4136-37-2,115244,103115,C10172,HMDB04827,0.760399465,0.913392075,0.962588275,-2.07773152,0.389739425
1071,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,LC/MS Polar,572,2342,225.06159,50-99-7,5793,71358,C00031,HMDB00122,0.994516857,0.93805448,0.956214105,-2.091581781,0.388211047
124,cadaverine,Amino Acid,Lysine Metabolism,15308,LC/MS Pos Early,100000110,3036,103.12298,462-94-2;1476-39-7,273,13866593,C01672,HMDB02322,0.801539167,0.919073751,1.393009473,1.393009473,0.386871725
3850,cytidine 2' or 3'-monophosphate (2' or 3'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",61705,LC/MS Pos Early,100019915,847,324.05913,NA,NA,NA,NA,NA,0.761267549,0.913392075,0.753298715,-2.654989263,0.386190929
1068,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20675,LC/MS Neg,100000580,802,163.06119,154-58-5,64960,NA,C07326,HMDB02712,0.930668791,0.92326884,1.0329685,1.0329685,0.383617287
3886,(3'-5')-cytidylylcytidine*,Nucleotide,Dinucleotide,62397,LC/MS Neg,100020727,1472,547.11953,NA,94237,85046,NA,NA,0.729387639,0.913392075,1.098812708,1.098812708,0.383560883
2853,mevalonate,Lipid,Mevalonate Metabolism,39583,LC/MS Polar,30,1462,147.06628,96949-03-0,439230,388367,C02104,HMDB00227,0.804461653,0.919106997,0.806742814,-2.479104822,0.382585673
3811,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.05209,314-50-1,92751,83729,NA,HMDB00788,0.402439542,0.796102242,1.2507733,1.2507733,0.374476939
3758,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.11969,15763-06-1,27476,4573813,C02494,HMDB03331,0.924575707,0.92326884,1.083630571,1.083630571,0.372464274
3888,(3'-5')-cytidylyluridine*,Nucleotide,Dinucleotide,62399,LC/MS Neg,100020728,1522,548.10356,NA,NA,NA,NA,NA,0.678802319,0.90273406,1.122175073,1.122175073,0.372128332
1646,behenoylcarnitine (C22)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57514,LC/MS Pos Late,100015832,1561,484.43604,NA,NA,28639204,NA,NA,0.980135814,0.932143159,0.958083354,-2.087501041,0.369750217
1780,hydroxystearate sulfate,Lipid,"Fatty Acid, Monohydroxy",57392,LC/MS Neg,100015656,5115,379.21598,NA,NA,NA,NA,NA,0.498543589,0.822899862,0.610723179,-3.274806111,0.368107927
2843,heptadecasphingosine (d17:1),Lipid,Sphingosines,57427,LC/MS Pos Late,100015724,1377,286.27406,6918-48-5,5283557,4446670,NA,NA,0.375264614,0.781276428,1.205187528,1.205187528,0.367346098
303,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44656,LC/MS Neg,100000708,1564,101.0608,503-74-2,10430,10001,C08262,HMDB00718,0.495515029,0.822899862,0.939513504,-2.128761312,0.364674128
1301,2-methylcitrate/homocitrate,Energy,TCA Cycle,52282,LC/MS Neg,100008929,575,205.03538,NA,NA,NA,NA,NA,0.654413011,0.900886863,0.88684724,-2.255179822,0.359850717
200,gentisate,Amino Acid,Tyrosine Metabolism,18280,LC/MS Polar,100000447,905,153.01933,490-79-9,3469,3350,C00628,HMDB00152,0.974807873,0.929931275,1.076263694,1.076263694,0.356463664
376,N-acetylmethionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",45428,LC/MS Pos Early,100005463,880,208.06381,108646-71-5,193368,167798,NA,NA,0.955731172,0.92326884,0.997299664,-2.005415295,0.355798843
4129,3-(4-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,39587,LC/MS Neg,100002914,1670,165.05571,501-97-3,10394,9965,C01744,HMDB02199,0.948642157,0.92326884,0.67885945,-2.946117934,0.354648347
1935,myo-inositol,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.06159,87-89-8,892,10239179,C00137,HMDB00211,0.917084051,0.92326884,0.998579799,-2.002844441,0.352846196
3133,dehydrolithocholate,Lipid,Secondary Bile Acid Metabolism,31891,LC/MS Neg,100001067,5360,373.27482,1553-56-6,159623,140347,NA,HMDB00502,0.714506098,0.91326652,0.920508473,-2.172712211,0.349727155
893,threonylphenylalanine,Peptide,Dipeptide,31530,LC/MS Pos Early,100001125,3077,267.13394,16875-27-7,4099799,3313819,NA,HMDB29068,0.357020677,0.781276428,2.449311482,2.449311482,0.347713533
294,N-methylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35666,LC/MS Pos Early,100001581,2787,146.11756,66866-69-1,2777993,2058259,NA,NA,0.84927325,0.92326884,1.007062978,1.007062978,0.337770929
2557,2-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52432,LC/MS Neg,100008953,6016,253.21727,NA,NA,NA,NA,HMDB11565,0.874997425,0.92326884,0.39745662,-5.031995693,0.335473026
1968,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,28319-77-9,71920,571409,C00670,HMDB00086,0.705179665,0.910397488,0.87586362,-2.283460523,0.332756517
2402,1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,45970,LC/MS Neg,100005717,5570,483.27284,NA,3300276,2548639,NA,NA,0.946798525,0.92326884,0.929403129,-2.151918729,0.33160573
578,alanylleucine,Peptide,Dipeptide,37093,LC/MS Pos Early,100001890,3055,203.13902,1638-60-4,259583,227831,NA,HMDB28691,0.405444762,0.799781473,2.539081981,2.539081981,0.32982991
3083,beta-muricholate,Lipid,Primary Bile Acid Metabolism,31885,LC/MS Neg,100001066,4794,407.28029,2393-59-1,5283853,2340919,C17726,HMDB00415,0.771156777,0.917376234,1.040547049,1.040547049,0.328578372
776,leucylalanine,Peptide,Dipeptide,40010,LC/MS Pos Early,100003179,2801,203.13902,7298-84-2,259321,227625,NA,HMDB28922,0.394219857,0.790722581,2.071563031,2.071563031,0.327350415
3995,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,43807,LC/MS Pos Late,1090,1840,585.27076,635-65-4,5280352,4444055,C00486,HMDB00054,0.30259846,0.773654391,1.3360105,1.3360105,0.326234968
1450,isocaproate (i6:0),Lipid,"Fatty Acid, Branched",22273,LC/MS Neg,100000806,2570,115.07645,646-07-1,12587,12067,NA,HMDB00689,0.938511723,0.92326884,1.043458941,1.043458941,0.323884875
1514,branched chain 14:0 dicarboxylic acid**,Lipid,"Fatty Acid, Dicarboxylate",63191,LC/MS Neg,100021374,3849,257.17583,NA,NA,NA,NA,NA,0.518094426,0.824114028,0.934434881,-2.14033106,0.322132533
351,"2,3-dimethylsuccinate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",20703,LC/MS Polar,100000849,2800,145.05063,13545-04-5,11848,11355,NA,NA,0.803374052,0.919106997,1.024057289,1.024057289,0.32072973
5293,succinimide,Xenobiotics,Chemical,41888,LC/MS Polar,100003696,2155,116.03532,123-56-8,11439,10955,C07273,NA,0.636712151,0.883930378,1.0678788,1.0678788,0.320303182
3115,glycolithocholate sulfate*,Lipid,Secondary Bile Acid Metabolism,32620,LC/MS Neg,100001657,5011,255.63073,15324-64-8,72222,65188,C11301,HMDB02639,0.944237669,0.92326884,0.897913496,-2.227386055,0.319212878
1387,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525,327.23295,6217-54-5,445580,393183,C06429,HMDB02183,0.870116642,0.92326884,0.889442971,-2.248598354,0.315943662
93,N-acetylhistamine,Amino Acid,Histidine Metabolism,48679,LC/MS Pos Early,100006123,2287,154.09749,673-49-4,69602,62805,C05135,HMDB13253,0.527875981,0.830217413,2.23814002,2.23814002,0.315212808
1726,2-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",42489,LC/MS Neg,100004089,4840,187.13396,5393-81-7,21488,20195,NA,NA,0.872461426,0.92326884,0.977735924,-2.045542105,0.312531678
728,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.12337,869-19-2,92843,83812,C02155,HMDB00759,0.502650677,0.822899862,1.662112873,1.662112873,0.312480768
3930,pantethine,Cofactors and Vitamins,Pantothenate and CoA Metabolism,39791,LC/MS Neg,100002991,3590,553.23713,16816-67-4,452306,398402,C12661,HMDB03828,0.62773956,0.881306827,0.752922635,-2.656315413,0.306634908
1390,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.20165,28290-73-5,NA,13628094,NA,HMDB00477,0.583477773,0.86273088,0.613288775,-3.261106483,0.305131542
3078,chenodeoxycholic acid sulfate (2),Lipid,Primary Bile Acid Metabolism,63608,LC/MS Neg,100021651,4807,235.11746,NA,NA,NA,NA,NA,0.942235235,0.92326884,1.231619598,1.231619598,0.304175721
3090,cholate sulfate,Lipid,Primary Bile Acid Metabolism,52973,LC/MS Neg,100006637,4557,243.11491,NA,NA,NA,NA,NA,0.916137683,0.92326884,1.8804387,1.8804387,0.304100874
937,valylglutamine,Peptide,Dipeptide,42079,LC/MS Pos Early,100003640,2295,246.14484,42854-54-6,5253209,4419671,NA,HMDB29125,0.419879034,0.808386673,2.040507148,2.040507148,0.30091168
2852,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,531,LC/MS Polar,112,2850,161.04555,503-49-1,1662,4573695,C03761,HMDB00355,0.889584751,0.92326884,0.918402812,-2.177693681,0.299537664
3809,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.00983,50887-69-9,967,942,C00295,HMDB00226,0.328020428,0.778115102,1.114983841,1.114983841,0.299350777
86,1-methyl-5-imidazoleacetate,Amino Acid,Histidine Metabolism,62946,LC/MS Pos Early,100002910,1989,141.06586,4200-48-0,6451814,4954265,NA,HMDB04988,0.958478591,0.92326884,0.927020457,-2.157449692,0.297698552
1729,2-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",35675,LC/MS Neg,100001579,5511.2,271.22786,764-67-0,92836,83805,NA,HMDB31057,0.888125762,0.92326884,0.863827159,-2.315277979,0.297526138
4527,syringic acid,Xenobiotics,Food Component/Plant,37091,LC/MS Neg,100001919,1450,197.04554,530-57-4,10742,10289,C10833,HMDB02085,0.90575519,0.92326884,0.627984347,-3.184792759,0.296219571
75,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.06586,1074-59-5,70630,63798,NA,HMDB02271,0.91530331,0.92326884,1.224656786,1.224656786,0.294034774
2618,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Lipid,Diacylglycerol,54968,LC/MS Pos Late,100010941,2720,634.54051,NA,NA,NA,NA,HMDB07248,0.435634557,0.809053768,0.282458811,-7.080678405,0.287215709
1915,hexanoyltaurine,Lipid,Endocannabinoid,63224,LC/MS Neg,100021223,3040,222.08055,NA,2245940,1680723,NA,NA,0.610382191,0.875217111,2.430667434,2.430667434,0.286492954
228,tryptophan,Amino Acid,Tryptophan Metabolism,54,LC/MS Pos Early,565,2986,205.09716,73-22-3,6305,6066,C00078,HMDB00929,0.421080535,0.808386673,1.714435346,1.714435346,0.281825205
266,indoleacetate,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.05605,6505-45-9,802,780,C00954,HMDB00197,0.912157159,0.92326884,0.76113292,-2.627661932,0.281435287
