category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,padjust
GO:0040008,0.008712153,0.996878384,11,447,regulation of growth,BP,0.413692614
GO:0000188,0.008723535,0.999652645,2,13,inactivation of MAPK activity,BP,0.413692614
GO:0045843,0.008743883,0.999168151,3,39,negative regulation of striated muscle tissue development,BP,0.413692614
GO:0048568,0.008757086,0.997449991,8,271,embryonic organ development,BP,0.413692614
GO:0048643,0.008762254,0.999650299,2,13,positive regulation of skeletal muscle tissue development,BP,0.413692614
GO:0042921,0.008763127,0.999646865,2,14,glucocorticoid receptor signaling pathway,BP,0.413692614
GO:0042753,0.008889859,0.999642528,2,13,positive regulation of circadian rhythm,BP,0.418334596
GO:0080135,0.009103511,0.996555769,12,504,regulation of cellular response to stress,BP,0.426782996
GO:0002377,0.009127344,0.998645626,4,75,immunoglobulin production,BP,0.426782996
GO:0006111,0.009173757,0.999111833,3,39,regulation of gluconeogenesis,BP,0.427595804
GO:0097150,0.009259544,0.999612842,2,15,neuronal stem cell population maintenance,BP,0.430164399
GO:0000086,0.009287275,0.998614394,4,76,G2/M transition of mitotic cell cycle,BP,0.430164399
GO:0048635,0.009381868,0.999083022,3,40,negative regulation of muscle organ development,BP,0.433183497
GO:0090311,0.00947111,0.999069948,3,41,regulation of protein deacetylation,BP,0.435037151
GO:0062012,0.009481087,0.997201098,8,269,regulation of small molecule metabolic process,BP,0.435037151
GO:0097306,0.009545812,0.998563342,4,78,cellular response to alcohol,BP,0.436646806
GO:0072028,0.009698844,0.999039272,3,41,nephron morphogenesis,BP,0.43697479
GO:0033278,0.010035977,1,1,1,cell proliferation in midbrain,BP,0.43697479
GO:0035880,0.010035977,1,1,1,embryonic nail plate morphogenesis,BP,0.43697479
GO:0048104,0.010035977,1,1,1,establishment of body hair or bristle planar orientation,BP,0.43697479
GO:0048105,0.010035977,1,1,1,establishment of body hair planar orientation,BP,0.43697479
GO:0060538,0.010060229,0.998009021,5,121,skeletal muscle organ development,BP,0.43697479
GO:1901862,0.010080708,0.998987228,3,41,negative regulation of muscle tissue development,BP,0.43697479
GO:0031958,0.01008179,0.999559363,2,15,corticosteroid receptor signaling pathway,BP,0.43697479
GO:0042326,0.01011175,0.996725792,9,330,negative regulation of phosphorylation,BP,0.43697479
GO:0060548,0.010122783,0.995669572,15,706,negative regulation of cell death,BP,0.43697479
GO:0070987,0.010149943,1,1,1,error-free translesion synthesis,BP,0.43697479
GO:0045595,0.01025886,0.994982488,21,1147,regulation of cell differentiation,BP,0.43697479
GO:0006978,0.010304666,0.999548176,2,14,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",BP,0.43697479
GO:0045321,0.010370208,0.996007249,12,509,leukocyte activation,BP,0.43697479
GO:0001666,0.01037242,0.996888876,8,274,response to hypoxia,BP,0.43697479
GO:0140014,0.010470645,0.997501913,6,173,mitotic nuclear division,BP,0.43697479
GO:0070228,0.010485059,0.998930061,3,42,regulation of lymphocyte apoptotic process,BP,0.43697479
GO:1903047,0.010606768,0.996091437,11,461,mitotic cell cycle process,BP,0.43697479
GO:0009888,0.010704951,0.994742465,21,1156,tissue development,BP,0.43697479
GO:0061333,0.010920892,0.998867547,3,43,renal tubule morphogenesis,BP,0.43697479
GO:0002575,0.010959305,1,1,1,basophil chemotaxis,BP,0.43697479
GO:1903570,0.010959305,1,1,1,regulation of protein kinase D signaling,BP,0.43697479
GO:1903572,0.010959305,1,1,1,positive regulation of protein kinase D signaling,BP,0.43697479
GO:0045662,0.011083206,0.999491052,2,15,negative regulation of myoblast differentiation,BP,0.43697479
GO:2000001,0.011157278,0.999485864,2,15,regulation of DNA damage checkpoint,BP,0.43697479
GO:0007260,0.011170822,0.998833246,3,42,tyrosine phosphorylation of STAT protein,BP,0.43697479
GO:0033577,0.011179164,1,1,1,protein glycosylation in endoplasmic reticulum,BP,0.43697479
GO:0050671,0.011214757,0.998230632,4,79,positive regulation of lymphocyte proliferation,BP,0.43697479
GO:0021679,0.011270105,1,1,1,cerebellar molecular layer development,BP,0.43697479
GO:0021687,0.011270105,1,1,1,cerebellar molecular layer morphogenesis,BP,0.43697479
GO:0021688,0.011270105,1,1,1,cerebellar molecular layer formation,BP,0.43697479
GO:0021693,0.011270105,1,1,1,cerebellar Purkinje cell layer structural organization,BP,0.43697479
GO:0060853,0.011270105,1,1,1,Notch signaling pathway involved in arterial endothelial cell fate commitment,BP,0.43697479
GO:0097102,0.011270105,1,1,1,endothelial tip cell fate specification,BP,0.43697479
GO:0015724,0.01131805,1,1,1,formate transport,BP,0.43697479
GO:0015797,0.01131805,1,1,1,mannitol transport,BP,0.43697479
GO:0006463,0.011337069,1,1,1,steroid hormone receptor complex assembly,BP,0.43697479
GO:0044601,0.01133707,1,1,1,protein denucleotidylation,BP,0.43697479
GO:0044602,0.01133707,1,1,1,protein deadenylylation,BP,0.43697479
GO:0072428,0.011337075,1,1,1,signal transduction involved in intra-S DNA damage checkpoint,BP,0.43697479
GO:1902576,0.011337075,1,1,1,negative regulation of nuclear cell cycle DNA replication,BP,0.43697479
GO:1903464,0.011337075,1,1,1,negative regulation of mitotic cell cycle DNA replication,BP,0.43697479
GO:1903925,0.011337075,1,1,1,response to bisphenol A,BP,0.43697479
GO:1903926,0.011337075,1,1,1,cellular response to bisphenol A,BP,0.43697479
GO:1905255,0.011337078,1,1,1,regulation of RNA binding transcription factor activity,BP,0.43697479
GO:1990968,0.011337078,1,1,1,modulation by host of RNA binding by virus,BP,0.43697479
GO:1990969,0.011337078,1,1,1,modulation by host of viral RNA-binding transcription factor activity,BP,0.43697479
GO:0021557,0.011337136,1,1,1,oculomotor nerve development,BP,0.43697479
GO:0021558,0.011337136,1,1,1,trochlear nerve development,BP,0.43697479
GO:0042668,0.011337136,1,1,1,auditory receptor cell fate determination,BP,0.43697479
GO:0045977,0.011337136,1,1,1,"positive regulation of mitotic cell cycle, embryonic",BP,0.43697479
GO:0061105,0.011337136,1,1,1,regulation of stomach neuroendocrine cell differentiation,BP,0.43697479
GO:0061106,0.011337136,1,1,1,negative regulation of stomach neuroendocrine cell differentiation,BP,0.43697479
GO:0072071,0.011337136,1,1,1,kidney interstitial fibroblast differentiation,BP,0.43697479
GO:0072141,0.011337136,1,1,1,renal interstitial fibroblast development,BP,0.43697479
GO:2000226,0.011337136,1,1,1,regulation of pancreatic A cell differentiation,BP,0.43697479
GO:2000227,0.011337136,1,1,1,negative regulation of pancreatic A cell differentiation,BP,0.43697479
GO:0032572,0.011337487,1,1,1,response to menaquinone,BP,0.43697479
GO:0061078,0.011337487,1,1,1,positive regulation of prostaglandin secretion involved in immune response,BP,0.43697479
GO:0090323,0.011337487,1,1,1,prostaglandin secretion involved in immune response,BP,0.43697479
GO:0045926,0.011390626,0.997232583,6,174,negative regulation of growth,BP,0.43697479
GO:1901028,0.011392377,0.999469278,2,15,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,BP,0.43697479
GO:0031399,0.011429928,0.994262835,22,1218,regulation of protein modification process,BP,0.437276394
GO:0050727,0.011507099,0.996816217,7,222,regulation of inflammatory response,BP,0.439088251
GO:0009968,0.011544808,0.99484337,16,791,negative regulation of signal transduction,BP,0.439388833
GO:0000280,0.011659925,0.996764331,7,229,nuclear division,BP,0.442626394
GO:2000736,0.011764423,0.998744907,3,44,regulation of stem cell differentiation,BP,0.445445223
GO:0042772,0.011827207,0.99943812,2,15,"DNA damage response, signal transduction resulting in transcription",BP,0.446389672
GO:0001709,0.01184998,0.999432475,2,16,cell fate determination,BP,0.446389672
GO:0006476,0.011909072,0.998085178,4,83,protein deacetylation,BP,0.44747123
GO:0010563,0.012118116,0.995688242,10,401,negative regulation of phosphorus metabolic process,BP,0.449645465
GO:0045936,0.012118116,0.995688242,10,401,negative regulation of phosphate metabolic process,BP,0.449645465
GO:0007165,0.012139977,0.992826507,42,2806,signal transduction,BP,0.449645465
GO:0030098,0.012163013,0.996597414,7,227,lymphocyte differentiation,BP,0.449645465
GO:0071887,0.012168195,0.998031819,4,82,leukocyte apoptotic process,BP,0.449645465
GO:0032946,0.012178001,0.998030446,4,81,positive regulation of mononuclear cell proliferation,BP,0.449645465
GO:0007095,0.012186949,0.999407709,2,16,mitotic G2 DNA damage checkpoint,BP,0.449645465
GO:0007569,0.012211161,0.998022169,4,83,cell aging,BP,0.449645465
GO:0001775,0.012288445,0.994961391,13,587,cell activation,BP,0.45136285
GO:0002562,0.012659708,0.998610968,3,45,somatic diversification of immune receptors via germline recombination within a single locus,BP,0.46269192
GO:0016444,0.012659708,0.998610968,3,45,somatic cell DNA recombination,BP,0.46269192
GO:0036293,0.012753874,0.996030992,8,284,response to decreased oxygen levels,BP,0.464979725
GO:0007610,0.012852909,0.995669857,9,350,behavior,BP,0.467433312
GO:0072073,0.0130352,0.997845842,4,86,kidney epithelium development,BP,0.472895212
GO:0042100,0.013141868,0.998536612,3,46,B cell proliferation,BP,0.475593537
GO:0030308,0.013281962,0.997181639,5,129,negative regulation of cell growth,BP,0.479485338
GO:0071156,0.013432073,0.998493591,3,45,regulation of cell cycle arrest,BP,0.483718829
GO:0042745,0.013507261,0.999307175,2,16,circadian sleep/wake cycle,BP,0.485216708
GO:2000737,0.013539552,0.999300357,2,17,negative regulation of stem cell differentiation,BP,0.485216708
GO:0070665,0.013672462,0.997710046,4,84,positive regulation of leukocyte proliferation,BP,0.487758974
GO:0002440,0.013676723,0.997076693,5,129,production of molecular mediator of immune response,BP,0.487758974
GO:0040007,0.013763723,0.994072334,14,679,growth,BP,0.489626742
GO:0072006,0.013804534,0.997678535,4,88,nephron development,BP,0.489626742
GO:0042981,0.013828822,0.993268865,19,1013,regulation of apoptotic process,BP,0.489626742
GO:0035050,0.014080693,0.998390022,3,47,embryonic heart tube development,BP,0.496266148
GO:0001101,0.014083729,0.995183043,9,351,response to acid chemical,BP,0.496266148
GO:0035886,0.014166129,0.999246316,2,18,vascular smooth muscle cell differentiation,BP,0.497978301
GO:0009409,0.014511822,0.998323571,3,46,response to cold,BP,0.508915791
GO:0072658,0.014698785,0.999946023,1,2,maintenance of protein location in membrane,BP,0.513029398
GO:0072660,0.014698785,0.999946023,1,2,maintenance of protein location in plasma membrane,BP,0.513029398
GO:0006629,0.014786688,0.99304089,17,872,lipid metabolic process,BP,0.513941859
GO:0008630,0.014807518,0.997458571,4,87,intrinsic apoptotic signaling pathway in response to DNA damage,BP,0.513941859
GO:0001558,0.014857495,0.995246458,8,296,regulation of cell growth,BP,0.513941859
GO:0061061,0.014922105,0.994515655,10,419,muscle structure development,BP,0.513941859
GO:0007154,0.014923911,0.990955973,45,3091,cell communication,BP,0.513941859
GO:0060993,0.014938184,0.998252557,3,48,kidney morphogenesis,BP,0.513941859
GO:1901522,0.01496918,0.999180171,2,18,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,BP,0.513941859
GO:0071157,0.015117854,0.999172198,2,17,negative regulation of cell cycle arrest,BP,0.517839228
GO:0021698,0.015226938,0.999942058,1,2,cerebellar cortex structural organization,BP,0.520365605
GO:0071398,0.015262982,0.998198731,3,49,cellular response to fatty acid,BP,0.520389951
GO:0001933,0.015749423,0.994907999,8,296,negative regulation of protein phosphorylation,BP,0.535734983
GO:0034695,0.015855303,0.999100652,2,19,response to prostaglandin E,BP,0.538093929
GO:0023052,0.016058693,0.990248906,44,3021,signaling,BP,0.543743644
GO:0003169,0.016188476,0.999934478,1,2,coronary vein morphogenesis,BP,0.545629425
GO:0060948,0.016188476,0.999934478,1,2,cardiac vascular smooth muscle cell development,BP,0.545629425
GO:0032101,0.016287319,0.99361158,11,486,regulation of response to external stimulus,BP,0.547085253
GO:0043067,0.016305956,0.991922904,19,1030,regulation of programmed cell death,BP,0.547085253
GO:0007386,0.016497646,0.99993194,1,2,compartment pattern specification,BP,0.551981776
GO:1905457,0.016564325,0.999931387,1,2,negative regulation of lymphoid progenitor cell differentiation,BP,0.551981776
GO:2000974,0.016564325,0.999931387,1,2,negative regulation of pro-B cell differentiation,BP,0.551981776
GO:0002312,0.016646238,0.997970919,3,49,B cell activation involved in immune response,BP,0.553183807
GO:0002200,0.016675512,0.997964407,3,50,somatic diversification of immune receptors,BP,0.553183807
GO:0045859,0.01674061,0.993407092,11,487,regulation of protein kinase activity,BP,0.554095379
GO:0045686,0.016943192,0.999004724,2,19,negative regulation of glial cell differentiation,BP,0.559543208
GO:0044270,0.017077478,0.993967792,9,356,cellular nitrogen compound catabolic process,BP,0.562716264
GO:0097009,0.017597499,0.998945399,2,19,energy homeostasis,BP,0.578365556
GO:0035556,0.017630941,0.990225346,27,1656,intracellular signal transduction,BP,0.578365556
GO:0035601,0.017815858,0.996764296,4,93,protein deacylation,BP,0.583132841
GO:0002376,0.018043024,0.990287436,24,1406,immune system process,BP,0.589258757
GO:0098732,0.018492321,0.996602988,4,94,macromolecule deacylation,BP,0.602596003
GO:0016071,0.018551681,0.992581783,11,488,mRNA metabolic process,BP,0.603114899
GO:0072210,0.018590139,0.998848216,2,20,metanephric nephron development,BP,0.603114899
GO:0035883,0.018673914,0.9988452,2,19,enteroendocrine cell differentiation,BP,0.604501278
GO:0060142,0.018881384,0.998825521,2,19,regulation of syncytium formation by plasma membrane fusion,BP,0.608493122
GO:0019439,0.018900505,0.993207735,9,362,aromatic compound catabolic process,BP,0.608493122
GO:0050871,0.018921166,0.997574783,3,52,positive regulation of B cell activation,BP,0.608493122
GO:0050891,0.01904353,0.998804982,2,20,multicellular organismal water homeostasis,BP,0.611094003
GO:0044703,0.019200446,0.991946479,12,566,multi-organism reproductive process,BP,0.614572368
GO:0050821,0.01927366,0.995502461,5,141,protein stabilization,BP,0.614572368
GO:0031348,0.019277102,0.99550259,5,139,negative regulation of defense response,BP,0.614572368
GO:0036315,0.019518522,0.998759088,2,20,cellular response to sterol,BP,0.620737065
GO:0008544,0.019609828,0.995401663,5,145,epidermis development,BP,0.620737065
GO:1903670,0.019853476,0.99740532,3,54,regulation of sprouting angiogenesis,BP,0.620737065
GO:0016202,0.019889554,0.996263891,4,96,regulation of striated muscle tissue development,BP,0.620737065
GO:0072049,0.019938089,0.999900419,1,2,comma-shaped body morphogenesis,BP,0.620737065
GO:0070859,0.020095222,0.999898835,1,2,positive regulation of bile acid biosynthetic process,BP,0.620737065
GO:1904253,0.020095222,0.999898835,1,2,positive regulation of bile acid metabolic process,BP,0.620737065
GO:0031400,0.020121198,0.992247274,10,434,negative regulation of protein modification process,BP,0.620737065
GO:1901532,0.020149877,0.998692158,2,21,regulation of hematopoietic progenitor cell differentiation,BP,0.620737065
GO:0071375,0.020203141,0.993744797,7,253,cellular response to peptide hormone stimulus,BP,0.620737065
GO:0021555,0.020225479,0.999897512,1,2,midbrain-hindbrain boundary morphogenesis,BP,0.620737065
GO:0048026,0.020415969,0.998670721,2,20,"positive regulation of mRNA splicing, via spliceosome",BP,0.620737065
GO:0050886,0.020537319,0.997285188,3,52,endocrine process,BP,0.620737065
GO:0042461,0.020802487,0.998626772,2,21,photoreceptor cell development,BP,0.620737065
GO:0036297,0.020871254,0.998625075,2,20,interstrand cross-link repair,BP,0.620737065
GO:1902010,0.020912261,0.999890395,1,2,negative regulation of translation in response to endoplasmic reticulum stress,BP,0.620737065
GO:0048663,0.021129486,0.998593587,2,21,neuron fate commitment,BP,0.620737065
GO:1900101,0.021133886,0.998598497,2,20,regulation of endoplasmic reticulum unfolded protein response,BP,0.620737065
