gene_id,gene_name,gene_source,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,FC
ENSRNOG00000005387,Rbm3,ensembl,protein_coding,166.4425123,0.623377935,0.18144732,3.435586334,0.000591273,0.035068634,1.540477846
ENSRNOG00000008712,Tmem268,ensembl,protein_coding,216.2993614,0.387308035,0.112751825,3.43504892,0.000592447,0.035068634,1.307950584
ENSRNOG00000017516,Bcl9,ensembl,protein_coding,50.916132,0.638990876,0.18602352,3.435000456,0.000592553,0.035068634,1.557239533
ENSRNOG00000027024,Rgs16,ensembl,protein_coding,372.6825313,-1.471300314,0.428651153,-3.432395561,0.000598274,0.035223785,-2.772716884
ENSRNOG00000020388,Inpp5f,ensembl,protein_coding,129.7022702,0.44379161,0.129363495,3.430578398,0.000602296,0.035277775,1.360174368
ENSRNOG00000003869,Sod3,ensembl,protein_coding,365.5088024,-0.499091397,0.145547111,-3.429071143,0.000605651,0.035292356,-1.413323177
ENSRNOG00000030763,Dpp4,ensembl,protein_coding,2260.899174,-0.340626579,0.099496891,-3.423489672,0.000618226,0.035684175,-1.266306446
ENSRNOG00000018980,Tjap1,ensembl,protein_coding,83.81349802,0.413530131,0.120798651,3.423300916,0.000618656,0.035684175,1.331940957
ENSRNOG00000004494,Lta4h,ensembl,protein_coding,245.970113,-0.261228361,0.076371273,-3.420505522,0.000625049,0.035870848,-1.198498714
ENSRNOG00000016249,Cep85,ensembl,protein_coding,62.76233128,0.683225406,0.200055856,3.415173244,0.000637415,0.036396692,1.605725635
ENSRNOG00000059799,Ficd,ensembl,protein_coding,137.8333517,-0.754825577,0.221662492,-3.405292299,0.000660933,0.037550891,-1.687427569
ENSRNOG00000020139,Khdc4,ensembl,protein_coding,176.9254508,0.505261622,0.148470999,3.403099774,0.000666259,0.037665205,1.419380727
ENSRNOG00000015980,Dclre1c,ensembl,protein_coding,16.19258748,1.083988972,0.318697622,3.401308625,0.000670641,0.037725198,2.119889362
ENSRNOG00000046864,Acot4,ensembl,protein_coding,515.7272298,-0.795744687,0.234170478,-3.398142647,0.00067845,0.037976509,-1.735973214
ENSRNOG00000001259,Cux2,ensembl,protein_coding,379.8415644,0.695242816,0.204703836,3.396335069,0.000682947,0.038040818,1.619156926
ENSRNOG00000020450,Slc26a6,ensembl,protein_coding,56.07921428,0.628710407,0.185198419,3.39479359,0.000686804,0.03806902,1.546182278
ENSRNOG00000020660,Cfl1,ensembl,protein_coding,1366.083386,-0.390670267,0.115152764,-3.392626038,0.000692261,0.038089247,-1.311002345
ENSRNOG00000007764,Frmd4b,ensembl,protein_coding,202.6176577,0.418443555,0.123362302,3.391988875,0.000693873,0.038089247,1.336484916
ENSRNOG00000001351,Trafd1,ensembl,protein_coding,246.5835369,0.416380765,0.122924753,3.387281678,0.000705889,0.038468859,1.334575352
ENSRNOG00000030680,Ddx5,ensembl,protein_coding,2421.326575,0.57876239,0.170896089,3.386633324,0.000707559,0.038468859,1.493567449
ENSRNOG00000017022,Cerk,ensembl,protein_coding,171.4426281,-0.438291007,0.129553664,-3.3830846,0.000716765,0.038568248,-1.354998267
ENSRNOG00000018623,Rev1,ensembl,protein_coding,101.8070878,0.732666038,0.216581036,3.382872535,0.000717319,0.038568248,1.661707019
ENSRNOG00000011189,Acy1,ensembl,protein_coding,789.1517089,-0.449843063,0.13301048,-3.382012181,0.00071957,0.038568248,-1.365891667
ENSRNOG00000043498,Sik2,ensembl,protein_coding,276.1784077,0.397625312,0.117662216,3.379379762,0.000726496,0.038756674,1.317337777
ENSRNOG00000013492,Cap1,ensembl,protein_coding,745.9230064,-0.19686104,0.058315109,-3.375815331,0.000735973,0.039010198,-1.146201779
ENSRNOG00000012447,Setd6,ensembl,protein_coding,97.23112471,-0.348103551,0.103175149,-3.373908868,0.000741089,0.039010198,-1.272886295
ENSRNOG00000038868,Iqcb1,ensembl,protein_coding,56.62831918,0.579772065,0.171848541,3.373738649,0.000741547,0.039010198,1.494613093
ENSRNOG00000051158,Cfb,havana,protein_coding,19176.58963,-0.265337848,0.078920645,-3.362084146,0.000773565,0.040507025,-1.20191748
ENSRNOG00000009597,Cyp4a1,ensembl,protein_coding,3004.044294,-0.425081726,0.126593012,-3.357860906,0.000785481,0.040722547,-1.342648559
ENSRNOG00000000955,Lnx2,ensembl,protein_coding,195.2664236,-0.415504689,0.123755752,-3.357457598,0.000786628,0.040722547,-1.333765179
ENSRNOG00000020298,Bag3,ensembl,protein_coding,379.2573375,-0.50256334,0.149713935,-3.356824062,0.000788433,0.040722547,-1.416728531
ENSRNOG00000013795,Asb7,ensembl,protein_coding,102.4898805,0.402432515,0.119939348,3.355300175,0.000792789,0.040762273,1.321734598
ENSRNOG00000001786,Snx4,ensembl,protein_coding,255.7214335,0.241131702,0.071945465,3.351589993,0.000803489,0.041126341,1.181919438
ENSRNOG00000013947,Rabl2,ensembl,protein_coding,47.31293215,0.683593805,0.204890075,3.336392972,0.000848731,0.043247222,1.606135717
ENSRNOG00000016348,Tat,ensembl,protein_coding,5851.482737,-0.667762246,0.200255914,-3.334544443,0.000854392,0.043341346,-1.588606979
ENSRNOG00000047287,Nucks1,ensembl,protein_coding,766.3325597,-0.964310722,0.289428898,-3.331770696,0.000862953,0.043581059,-1.951131105
ENSRNOG00000010161,Myo10,ensembl,protein_coding,146.9856273,-0.501136628,0.150688172,-3.325653385,0.000882116,0.044351674,-1.41532819
ENSRNOG00000014806,Pnkd,ensembl_havana,protein_coding,2290.761435,-0.301863452,0.090926105,-3.319876641,0.000900572,0.045080191,-1.232735644
ENSRNOG00000056325,Mocs2,ensembl,protein_coding,1266.673661,-0.419089166,0.126387529,-3.315906009,0.000913465,0.045525035,-1.337083132
ENSRNOG00000054049,Prelid2,ensembl,protein_coding,328.7414706,-0.5283038,0.159584135,-3.310503255,0.000931284,0.046208561,-1.442232542
ENSRNOG00000010984,Anxa11,ensembl_havana,protein_coding,904.424721,-0.272330332,0.082292562,-3.309294599,0.000935314,0.046208561,-1.207757099
ENSRNOG00000002177,Gnpda2,ensembl,protein_coding,17.20092435,0.966788994,0.292352648,3.306927439,0.000943253,0.046255001,1.954485652
ENSRNOG00000001211,Gatd3a,ensembl,protein_coding,1042.620919,-0.354309571,0.107152603,-3.306588542,0.000944395,0.046255001,-1.278373645
ENSRNOG00000018567,Slc20a1,ensembl,protein_coding,173.8666818,0.425879586,0.129039382,3.300384577,0.000965524,0.047086917,1.343391295
ENSRNOG00000007927,Mettl7b,ensembl,protein_coding,3849.270581,-0.382581816,0.116134763,-3.29429195,0.0009867,0.047809643,-1.303672794
ENSRNOG00000042838,Junb,ensembl,protein_coding,178.7951793,0.861368015,0.261519404,3.293705944,0.000988759,0.047809643,1.816760211
ENSRNOG00000004726,Mapkapk2,ensembl,protein_coding,561.6545311,-0.416802385,0.126823182,-3.286484209,0.001014465,0.048844752,-1.334965432
ENSRNOG00000010196,Glb1,ensembl,protein_coding,156.8164126,-0.487036666,0.148507506,-3.279542417,0.001039756,0.04975952,-1.401563069
ENSRNOG00000021808,Tecr,ensembl,protein_coding,3078.342353,-0.286995894,0.087528797,-3.278873958,0.001042222,0.04975952,-1.220097038
ENSRNOG00000003384,Hs3st3b1,ensembl,protein_coding,421.7172684,-0.377486784,0.115272296,-3.274739883,0.001057593,0.050282133,-1.299076854
ENSRNOG00000020426,Erf,ensembl,protein_coding,254.2397032,0.550114428,0.168137215,3.27181836,0.001068582,0.050592908,1.464201825
ENSRNOG00000016636,Lpin3,ensembl,protein_coding,111.4870938,0.471022138,0.144053791,3.269765642,0.001076366,0.050749997,1.386091155
ENSRNOG00000000186,Tst,ensembl,protein_coding,3266.122243,-0.301011009,0.092162784,-3.266079826,0.001090475,0.05120276,-1.232007475
ENSRNOG00000014087,Kifc3,ensembl,protein_coding,61.63420346,0.594870768,0.182233928,3.264324997,0.001097252,0.051300461,1.510337288
ENSRNOG00000028598,Edar,ensembl,protein_coding,80.26963226,0.961361799,0.294606323,3.263208307,0.001101585,0.051300461,1.947146993
ENSRNOG00000049075,Fabp5,ensembl,protein_coding,470.4699538,-0.96008919,0.296154131,-3.24185649,0.001187538,0.055077531,-1.945430161
ENSRNOG00000000281,Prodh1,ensembl,protein_coding,1149.552145,-0.557468122,0.172027096,-3.240583221,0.001192854,0.055099209,-1.471684197
ENSRNOG00000001782,Osbpl11,ensembl,protein_coding,760.307771,0.369405983,0.114038974,3.239295925,0.001198252,0.055124434,1.291820825
ENSRNOG00000061607,Lmbr1l,ensembl,protein_coding,35.82320212,0.554259243,0.171342356,3.234805774,0.001217255,0.055772859,1.468414477
ENSRNOG00000021615,Mettl26,ensembl,protein_coding,147.7551381,-0.558244957,0.173010383,-3.226655802,0.00125246,0.057155445,-1.472476854
ENSRNOG00000017404,Pcmtd2,ensembl,protein_coding,437.7321649,0.444435789,0.137793635,3.225372405,0.001258089,0.057182662,1.360781836
ENSRNOG00000009894,Vps50,ensembl,protein_coding,106.4805133,0.451062232,0.140003007,3.221803875,0.001273863,0.057668945,1.367046419
ENSRNOG00000053518,Zscan26,ensembl_havana,protein_coding,468.8579114,0.489723734,0.152471491,3.211903627,0.001318586,0.058908815,1.40417596
ENSRNOG00000014376,Proc,ensembl,protein_coding,5456.197399,-0.307722971,0.0958144,-3.211656835,0.001319719,0.058908815,-1.237752593
ENSRNOG00000015061,Igfals,ensembl,protein_coding,2639.505925,-0.331400101,0.103197434,-3.211321124,0.001321262,0.058908815,-1.258233868
ENSRNOG00000005298,Zfp513,ensembl,protein_coding,132.9335682,0.558895363,0.17404763,3.211163306,0.001321988,0.058908815,1.473140837
ENSRNOG00000015518,Rbp4,ensembl,protein_coding,41929.28931,-0.48226735,0.150334517,-3.207961546,0.001336794,0.059335886,-1.396937379
ENSRNOG00000009094,Nudt4,ensembl,protein_coding,2646.861685,-0.335671637,0.104713118,-3.205631198,0.001347666,0.059585713,-1.261964772
ENSRNOG00000059480,Supt20h,ensembl,protein_coding,87.61351464,0.509486937,0.159353547,3.197211155,0.001387633,0.061115018,1.423543853
ENSRNOG00000023346,Cplane2,ensembl,protein_coding,37.4298952,1.039385902,0.325244648,3.19570486,0.001394897,0.061197748,2.055352586
ENSRNOG00000000481,Cuta,ensembl_havana,protein_coding,357.4832345,-0.368895191,0.115506439,-3.193719718,0.001404524,0.061222402,-1.291363532
ENSRNOG00000018911,Pfkfb3,ensembl,protein_coding,18.86242696,1.091531173,0.341879753,3.192734181,0.001409326,0.061222402,2.131000856
ENSRNOG00000037221,Tipinl1,ensembl,protein_coding,34.61807596,0.69808178,0.218752526,3.191194137,0.00141686,0.061222402,1.622346272
ENSRNOG00000006027,Eif2ak4,ensembl,protein_coding,148.9483148,0.494085508,0.154829267,3.191163508,0.001417011,0.061222402,1.408427701
ENSRNOG00000020668,Cpsf7,ensembl,protein_coding,250.0985151,0.406921666,0.127786087,3.184397262,0.001450558,0.06243443,1.325853768
ENSRNOG00000017895,Eno1,ensembl,protein_coding,3484.450208,-0.389137341,0.122357775,-3.180323768,0.001471106,0.06307991,-1.309610089
ENSRNOG00000016968,Gramd4,ensembl,protein_coding,277.3394566,0.627203573,0.197487692,3.175912212,0.001493661,0.063806297,1.544568199
ENSRNOG00000003223,Degs1,ensembl,protein_coding,468.0197643,-0.360091525,0.113434502,-3.17444445,0.001501236,0.06388969,-1.283507321
ENSRNOG00000013429,Tbl3,ensembl,protein_coding,118.232372,-0.403530078,0.127222352,-3.171848896,0.001514718,0.063924331,-1.32274052
ENSRNOG00000020433,Actn4,ensembl,protein_coding,2421.623611,-0.38485699,0.121349942,-3.171464151,0.001516726,0.063924331,-1.305730347
ENSRNOG00000037720,Rita1,ensembl,protein_coding,18.56358677,0.882999936,0.278457267,3.171042887,0.001518927,0.063924331,1.844206154
ENSRNOG00000030862,Atp6v1h,ensembl,protein_coding,484.902732,-0.336857956,0.10630176,-3.168884082,0.001530254,0.064005855,-1.263002904
ENSRNOG00000014154,Ilf2,ensembl,protein_coding,159.1378011,0.266556069,0.084135818,3.168164003,0.00153405,0.064005855,1.202932815
ENSRNOG00000008278,Nfrkb,ensembl,protein_coding,121.418103,0.571938243,0.180579894,3.16723102,0.00153898,0.064005855,1.48651935
ENSRNOG00000020929,Lin37,ensembl,protein_coding,125.781474,-0.521552365,0.164730802,-3.166088913,0.001545036,0.064005855,-1.435499039
ENSRNOG00000019423,Dvl1,ensembl,protein_coding,685.2525857,0.35948186,0.113587302,3.164806735,0.00155186,0.064005855,1.282965041
ENSRNOG00000036683,Sirt7,ensembl,protein_coding,89.17765562,0.452793368,0.143128386,3.163546939,0.001558592,0.064005855,1.368687766
ENSRNOG00000015230,Ermard,ensembl,protein_coding,51.37456704,0.673517737,0.212920937,3.163229251,0.001560294,0.064005855,1.59495723
ENSRNOG00000021814,Tnfrsf25,ensembl,protein_coding,12.9506008,1.237749986,0.391747918,3.159557278,0.00158009,0.064574162,2.358304463
ENSRNOG00000006001,Luc7l2,ensembl,protein_coding,566.1425002,0.442486131,0.140107217,3.158196571,0.001587485,0.064574162,1.358944118
ENSRNOG00000012701,Map7,ensembl,protein_coding,153.2722577,0.337969282,0.107036452,3.15751574,0.001591196,0.064574162,1.263976185
ENSRNOG00000029178,Abcc5,ensembl,protein_coding,39.62643627,1.439899804,0.456344637,3.155290297,0.001603385,0.064610654,2.713020227
ENSRNOG00000020386,Ash1l,ensembl,protein_coding,464.991445,0.473300952,0.150003065,3.155275203,0.001603468,0.064610654,1.38828229
ENSRNOG00000033378,Rnf123,ensembl,protein_coding,198.821152,0.444852807,0.141070252,3.153413298,0.001613732,0.064718713,1.361175234
ENSRNOG00000003041,Smg6,ensembl_havana,protein_coding,89.38436217,0.683530752,0.216806329,3.152725081,0.001617541,0.064718713,1.606065522
ENSRNOG00000001809,LOC681544,ensembl,protein_coding,46612.89641,-0.528639799,0.167877592,-3.148959867,0.001638527,0.064889925,-1.442568472
ENSRNOG00000001323,Zfp157,ensembl,protein_coding,41.88860274,0.550655537,0.174890953,3.148565011,0.001640742,0.064889925,1.464751103
ENSRNOG00000003951,Psmc1,ensembl,protein_coding,1163.441223,-0.30632382,0.097320616,-3.1475738,0.001646315,0.064889925,-1.23655278
ENSRNOG00000004502,Hal,ensembl,protein_coding,5169.623432,-0.584159501,0.185617861,-3.147108243,0.001648939,0.064889925,-1.499165337
ENSRNOG00000013195,Ruvbl1,ensembl,protein_coding,188.4614476,-0.338728064,0.107640219,-3.146854087,0.001650373,0.064889925,-1.264641145
ENSRNOG00000021817,Irak2,ensembl,protein_coding,111.0566884,0.434447046,0.138202676,3.143550175,0.001669118,0.065179899,1.351392774
ENSRNOG00000053550,Itga1,ensembl,protein_coding,122.3787964,-0.570459046,0.181470717,-3.143532228,0.00166922,0.065179899,-1.484996001
ENSRNOG00000031085,Ergic3,ensembl,protein_coding,1179.144827,-0.300585191,0.095656347,-3.142344439,0.001676007,0.065220797,-1.231643896
ENSRNOG00000023465,Depp1,ensembl,protein_coding,615.3355997,-0.637441746,0.203395088,-3.134007576,0.001724364,0.066873545,-1.555568306
ENSRNOG00000032959,Adh7,ensembl,protein_coding,603.142597,-0.571313065,0.182495294,-3.130563281,0.001744714,0.067432605,-1.485875321
ENSRNOG00000036571,Ces2c,ensembl,protein_coding,247.9238079,-0.41470619,0.132747626,-3.124019623,0.001783986,0.068508042,-1.333027173
ENSRNOG00000007131,Paxip1,ensembl,protein_coding,81.74426174,0.478240472,0.153089921,3.12391873,0.001784597,0.068508042,1.393043658
ENSRNOG00000001086,Vps37b,ensembl,protein_coding,94.6419188,-0.338096475,0.108302504,-3.121778938,0.001797619,0.068775558,-1.264087627
ENSRNOG00000004306,Zbtb39,ensembl,protein_coding,160.8612409,-0.421462945,0.135129283,-3.118960857,0.001814901,0.069203747,-1.33928495
ENSRNOG00000019956,Kdm4a,ensembl,protein_coding,276.2294129,0.467841778,0.150376509,3.111136052,0.001863691,0.070618937,1.383038942
ENSRNOG00000016767,Ggps1,ensembl,protein_coding,192.2441722,0.491936433,0.158127227,3.111016638,0.001864444,0.070618937,1.406331234
ENSRNOG00000015558,Zfp512b,ensembl,protein_coding,118.022749,0.552712523,0.177743238,3.109612102,0.001873332,0.070719832,1.466841027
ENSRNOG00000032737,F7,ensembl,protein_coding,1412.339851,-0.518248129,0.166759034,-3.107766446,0.00188507,0.07092731,-1.432215047
ENSRNOG00000020465,Ripk3,ensembl,protein_coding,38.23984271,-0.67521984,0.217750096,-3.100893423,0.001929377,0.072354829,-1.596840083
ENSRNOG00000018468,Ldb1,ensembl,protein_coding,242.3277746,0.325171245,0.104992719,3.097083768,0.001954346,0.073015244,1.252813136
ENSRNOG00000023197,Zfp608,ensembl,protein_coding,53.39077215,0.677912886,0.218946307,3.096251751,0.001959839,0.073015244,1.599823652
ENSRNOG00000058932,Zfp202,ensembl,protein_coding,32.47041133,0.840739039,0.271757786,3.093707271,0.001976724,0.073170901,1.790967352
ENSRNOG00000001642,Tbc1d23,ensembl,protein_coding,329.8800808,0.303456704,0.098089187,3.093681521,0.001976896,0.073170901,1.234097778
ENSRNOG00000015366,Neurl3,ensembl,protein_coding,21.50889438,0.753540816,0.243706384,3.09200278,0.00198811,0.073347053,1.685925536
ENSRNOG00000005129,Dtx3,ensembl,protein_coding,39.31834567,0.733009165,0.237300881,3.088944132,0.002008692,0.073792348,1.662102282
ENSRNOG00000019090,Cct3,ensembl_havana,protein_coding,902.7879321,-0.361675405,0.117112139,-3.088282792,0.002013168,0.073792348,-1.284917209
ENSRNOG00000016410,Prelid1,ensembl_havana,protein_coding,2147.464562,-0.32868687,0.106485815,-3.086672813,0.002024103,0.073954589,-1.255869771
ENSRNOG00000008373,Colec11,ensembl,protein_coding,771.2334593,-0.414273794,0.134340785,-3.083752975,0.002044072,0.074309644,-1.332627707
ENSRNOG00000012123,Fdx1,ensembl,protein_coding,2139.008311,-0.456379646,0.148022097,-3.083185921,0.002047972,0.074309644,-1.372094308
ENSRNOG00000030688,Lrrc2,ensembl,protein_coding,15.59251096,1.084125222,0.351715505,3.082392466,0.002053439,0.074309644,2.120089577
ENSRNOG00000021230,Ubox5,ensembl,protein_coding,44.39859519,0.424348863,0.137754994,3.080460842,0.002066805,0.0745559,1.341966692
ENSRNOG00000055518,AABR07024303.1,ensembl,protein_coding,169.8452167,0.488553605,0.15868121,3.078837148,0.002078102,0.074726196,1.403037534
ENSRNOG00000004061,Pnn,ensembl,protein_coding,224.475437,0.517251627,0.168381765,3.071898121,0.002127023,0.076244048,1.431226124
ENSRNOG00000018778,Cadm1,ensembl,protein_coding,240.9138786,-0.318269913,0.103746074,-3.067777907,0.002156568,0.077060018,-1.246834442
ENSRNOG00000008857,Adamts10,ensembl,protein_coding,66.59791568,0.857693563,0.27995633,3.063669113,0.002186406,0.077300161,1.812138926
ENSRNOG00000043098,Mt2A,ensembl,protein_coding,1434.242747,1.760567877,0.575544379,3.058961119,0.00222106,0.077300161,3.388314702
ENSRNOG00000001607,Adamts1,ensembl,protein_coding,146.9197953,-0.84892566,0.277528009,-3.058882824,0.00222164,0.077300161,-1.801159147
ENSRNOG00000018642,Leng8,ensembl,protein_coding,272.6041894,0.520650066,0.170221053,3.058670213,0.002223217,0.077300161,1.434601521
ENSRNOG00000021232,Ddrgk1,ensembl,protein_coding,1423.097988,-0.430092794,0.140633818,-3.058245865,0.002226368,0.077300161,-1.347320233
ENSRNOG00000027724,Plekhf1,ensembl,protein_coding,102.5317519,-0.402528338,0.131659309,-3.05734809,0.002233048,0.077300161,-1.321822389
ENSRNOG00000024539,Ndufb6,ensembl,protein_coding,719.0828664,-0.389527292,0.127419522,-3.057045621,0.002235303,0.077300161,-1.309964115
ENSRNOG00000004400,Avpr1a,ensembl,protein_coding,1337.201616,-0.447746697,0.146476021,-3.056791774,0.002237196,0.077300161,-1.363908344
ENSRNOG00000002388,Trim41,ensembl,protein_coding,179.9136045,0.353673917,0.115725235,3.056152071,0.002241975,0.077300161,1.277810515
ENSRNOG00000027012,Usp54,ensembl,protein_coding,45.21614451,0.509742925,0.166799972,3.056013254,0.002243013,0.077300161,1.423796466
ENSRNOG00000010827,Ptbp2,ensembl,protein_coding,16.62969887,1.143328841,0.374146304,3.055833582,0.002244358,0.077300161,2.208901123
ENSRNOG00000018796,Herpud1,ensembl,protein_coding,923.5421066,-0.586190427,0.191831419,-3.055758171,0.002244922,0.077300161,-1.501277244
ENSRNOG00000013387,Tpcn2,ensembl,protein_coding,195.3265789,0.532785178,0.174577906,3.051847686,0.002274375,0.077965467,1.446719449
ENSRNOG00000007632,Mss51,ensembl,protein_coding,17.56800658,1.345745446,0.44102934,3.051373961,0.002277967,0.077965467,2.541614887
ENSRNOG00000054272,Dhx57,ensembl,protein_coding,32.58873113,0.623046946,0.204334705,3.049148926,0.002294907,0.078309389,1.540124464
ENSRNOG00000004268,Zfp386,ensembl,protein_coding,209.2643795,0.785009563,0.257732432,3.045831509,0.002320378,0.078408361,1.723103741
ENSRNOG00000009217,Fbxo6,ensembl,protein_coding,278.2482932,-0.327920602,0.107680003,-3.045324987,0.00232429,0.078408361,-1.25520291
ENSRNOG00000018686,Atxn2l,ensembl,protein_coding,332.8316651,0.493156106,0.161950553,3.045102947,0.002326007,0.078408361,1.407520667
