,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
Magnetococcus sp. MC-1,-0.440041458,-0.431942071,-0.445975294,0.00467108,0.198221317,0.022051753,0.486979169,0.87405433,0.969880847,0.851367557,0.972930845
Roseiflexus castenholzii,0.32679113,0.331418937,0.32679113,0.017142952,0.267821405,0.05771626,0.473342006,0.93350009,0.982188786,0.840260354,0.973123149
Polaromonas sp. JS666,-1.437659317,-1.445564274,-1.434174289,0.001970483,0.461242963,0.001920918,0.496749025,0.890080628,0.971678016,0.854048211,0.973202989
Oenococcus oeni,-0.888149451,-0.887238585,-0.889395554,-0.024114806,0.393861837,-0.050120466,0.465539667,0.781331044,0.950149145,0.852074634,0.973393449
Crocosphaera watsonii,-2.006554785,-1.99874257,-2.0147122,-0.031478662,0.666833071,-0.036033455,0.472041616,0.707347645,0.939559073,0.851934589,0.97421524
Aquifex aeolicus,-0.595636551,-0.606630397,-0.584366364,-0.00909148,0.250398934,-0.028227692,0.483072919,0.369074018,0.836862123,0.855457408,0.974647556
Gloeobacter violaceus,-0.452998946,-0.334713491,-0.453158708,0.037929517,0.60096146,0.064742335,0.466840057,0.924654267,0.97957154,0.843645924,0.974801465
Parabacteroides merdae,2.237184513,2.076200885,2.237184513,-0.081891491,1.184654363,-0.070569879,0.472041616,0.777577109,0.948302998,0.829531984,0.974829624
Blastopirellula marina,-1.172540018,-1.156452579,-1.19372129,0.024553045,0.278993831,0.060322234,0.473342006,0.778440389,0.951070234,0.851055058,0.974929189
Syntrophomonas wolfei,2.294087146,2.283673718,2.301983744,-0.023562906,0.274258141,-0.080207707,0.460338107,0.734715182,0.94487282,0.840671013,0.974994363
Bacillus weihenstephanensis,-0.375936478,-0.371231343,-0.391210268,-0.020630693,0.897549229,-0.018238882,0.483745126,0.910097008,0.975791232,0.838790204,0.975002252
Meiothermus ruber,-1.460428048,-1.463511559,-1.457962306,-0.00670031,0.314829699,-0.018145587,0.490247075,0.835539173,0.960790923,0.856946175,0.975352618
Acidothermus cellulolyticus,-1.353441814,-1.335735194,-1.358463072,-0.025421126,0.460127642,-0.038568306,0.473958337,0.422925351,0.857497349,0.851243939,0.97548472
Subdoligranulum variabile,4.439182057,4.504831404,4.355180393,-0.115958802,0.749220716,-0.12502949,0.472041616,0.570021443,0.911487255,0.831472457,0.975506036
Francisella philomiragia,-1.934172527,-1.924673695,-1.960032606,-0.015257365,0.46781862,-0.031606957,0.481770836,0.903743487,0.975259855,0.866466746,0.97561365
Streptomyces scabiei,-1.57482494,-1.619998687,-1.544145202,0.024683316,0.356786307,0.061313047,0.470052088,0.597067455,0.911382099,0.857428349,0.975734779
Burkholderia ambifaria,-1.646273803,-1.631493387,-1.660143982,0.001414283,0.336712475,0.003227086,0.497395834,0.875794737,0.96901717,0.865377913,0.975861106
Streptococcus mitis,-0.605551505,-0.453211326,-0.63038445,-0.044951209,0.452253049,-0.094411501,0.467447921,0.86220727,0.965387465,0.845365245,0.975964317
candidate division TM7 single-cell isolate TM7c,-0.053172794,-0.053172794,-0.033775027,0.149599029,2.640525436,0.050294703,0.473958337,0.863247892,0.962862304,0.837852244,0.976031518
Flavobacterium johnsoniae,1.20733446,1.361173618,1.20733446,-0.079140118,0.816809791,-0.089723675,0.473342006,0.700157937,0.941415433,0.837454846,0.976107246
Erysipelotrichaceae bacterium 5_2_54FAA,1.956145868,1.956145868,1.962087478,-0.032240952,0.649826372,-0.039086343,0.471354171,0.894645477,0.971328584,0.838259198,0.976128618
Lysinibacillus sphaericus,0.40518498,0.406777234,0.403328406,-0.009657271,0.298965921,-0.027208304,0.487646296,0.827446399,0.957906844,0.863300237,0.976319585
Porphyromonas asaccharolytica,-0.980610209,-1.050354938,-0.970954242,0.033161938,0.868616511,0.053514527,0.47916667,0.756522195,0.947299012,0.850521568,0.977158821
Chelativorans sp. BNC1,-1.138079651,-1.150140126,-1.121406602,0.00729382,0.293593106,0.032900914,0.482444736,0.8850792,0.972235113,0.864268168,0.977199011
Pelobacter carbinolicus,1.019893389,1.079378751,1.009337159,-0.029398023,0.416031263,-0.059208064,0.473342006,0.506543186,0.887397835,0.851267988,0.977895021
Zunongwangia profunda,-0.088571449,-0.057532348,-0.088571449,-0.073805128,1.061721367,-0.063363522,0.473958337,0.809554522,0.952686777,0.849719324,0.978474436
Burkholderiales bacterium 1_1_47,0.63521444,0.652889425,0.63521444,0.071836256,1.177321339,0.050391849,0.473342006,0.982367605,0.994854576,0.845633975,0.978558086
Caldanaerobacter subterraneus,3.266311752,3.297764692,3.264669342,-0.028510882,0.47338081,-0.053937691,0.463541672,0.663949523,0.934745851,0.85302344,0.978585781
Candidatus Protochlamydia amoebophila,-1.653630909,-1.650887879,-1.658258809,-0.020134815,0.454354458,-0.046475617,0.474642396,0.803917866,0.955876231,0.874309107,0.978829937
Eggerthella lenta,4.827221625,4.683427097,4.883091454,0.036790678,0.946087406,0.033165169,0.485677085,0.693112329,0.94069939,0.848807938,0.978930456
Helicobacter pylori,-1.345210763,-1.226587915,-1.36995353,-0.066653384,1.003519573,-0.058666425,0.473342006,0.55144274,0.904172007,0.866138848,0.979040457
Thermosipho africanus,-0.970006181,-0.946454135,-1.046357198,-0.005467289,0.388499368,-0.014439205,0.492847855,0.829328819,0.960892853,0.878396681,0.979138051
Anaeromyxobacter dehalogenans,0.116991537,0.184265184,0.116991537,0.052745535,0.689784118,0.069381295,0.469440837,0.965968622,0.990905628,0.858724751,0.97938511
Sphingomonas wittichii,-1.74530344,-1.741279235,-1.748877315,-0.007488785,0.410328112,-0.009742367,0.492847855,0.568194838,0.905128785,0.87605428,0.979842958
Deinococcus radiodurans,-0.921194644,-0.932655786,-0.910321176,0.015503594,0.348497345,0.043891454,0.476562503,0.718228179,0.940103763,0.877837426,0.979845792
Leuconostoc mesenteroides,-0.923300268,-0.964264679,-0.895592956,-0.044946635,0.4945001,-0.069058239,0.479843956,0.923615834,0.979103051,0.876018577,0.980519736
Lactobacillus brevis,0.153970592,0.1293593,0.342080864,0.087863572,0.968190038,0.060473842,0.47526042,0.872383974,0.965370716,0.867138952,0.980627484
Paludibacter propionicigenes,2.665958415,2.690100585,2.665958415,-0.041506714,1.221706247,-0.030245788,0.482444736,0.744215641,0.94637841,0.85817852,0.980795823
Chlorobium phaeovibrioides,-1.235840297,-1.233459937,-1.239421984,-0.006580567,0.266050516,-0.025704181,0.490247075,0.864100946,0.967096299,0.883439325,0.981745524
Granulicatella adiacens,-1.415247116,-1.401820905,-1.427529288,0.015897134,0.406894269,0.040698365,0.483072919,0.724738133,0.94242112,0.886197348,0.981771875
Bacteroides sp. 9_1_42FAA,0.908361165,0.969452282,0.908361165,-0.041845143,1.155115815,-0.041163182,0.471354171,0.780961315,0.948861255,0.870963823,0.98199541
Desulfovibrio magneticus,-0.223149427,-0.223149427,-0.221315297,-0.026185238,0.805054935,-0.033453672,0.474642396,0.574788058,0.911665073,0.881683722,0.982183318
Lactobacillus casei,-0.003413029,-0.011659444,0.009364542,-0.016656943,0.480629731,-0.022539764,0.486345906,0.749425341,0.946067043,0.888748849,0.982183845
Collinsella aerofaciens,1.478874702,1.555028042,1.473573938,-0.04195554,1.030814622,-0.03004042,0.478543566,0.695421972,0.940578073,0.865935365,0.98228307
Pseudomonas entomophila,-1.934442014,-1.929360022,-1.939972965,0.00963988,0.432321243,0.018374069,0.489583335,0.906519647,0.975675506,0.885436499,0.982338504
Enterococcus faecalis,2.774985322,2.792624115,2.766545576,0.035152743,0.640600233,0.050749236,0.481144346,0.580823497,0.914123899,0.870075063,0.982776059
Halorhodospira halophila,-1.10123865,-1.006042181,-1.10123865,0.011865603,0.609185982,0.019800861,0.485677085,0.769770454,0.948557625,0.89116231,0.982989951
Desulfovibrio sp. FW1012B,-1.238061032,-1.212800762,-1.241536417,-0.013274007,0.785177153,-0.011651717,0.490247075,0.753680379,0.946821014,0.891777011,0.983043365
Geobacillus sp. Y412MC52,-0.364450912,-0.365986676,-0.352134604,0.026386898,0.290460518,0.09403529,0.468140447,0.668153668,0.932192742,0.88938163,0.983060355
Oceanithermus profundus,-1.851337898,-1.961295103,-1.782656208,0.014749276,0.638214756,0.023240114,0.487646296,0.891457344,0.972197848,0.888162396,0.983108411
Bacillus cellulosilyticus,0.435550746,0.436372136,0.435076167,0.003568776,0.251197195,0.012126756,0.490885418,0.899311348,0.97374553,0.89598083,0.983125789
Marivirga tractuosa,-0.576955848,-0.647515527,-0.482856704,0.056161146,0.968672708,0.055280236,0.47916667,0.860591168,0.963106305,0.881491345,0.983307543
Rhodobacter sphaeroides,-0.710481472,-0.715693823,-0.698348858,-0.022660545,0.413778124,-0.051239486,0.472041616,0.697532905,0.938605075,0.890385779,0.983723111
Janthinobacterium sp. Marseille,-1.247919962,-1.231621451,-1.252746427,-0.004185455,0.367098777,-0.009289078,0.494791667,0.883689329,0.970440615,0.898414705,0.984001047
Dethiobacter alkaliphilus,-0.389860625,-0.39526052,-0.381473148,0.002155684,0.302293022,0.009923666,0.497395834,0.901587935,0.975038753,0.892725291,0.98450218
Desulfitobacterium hafniense,4.585008475,4.585073425,4.58480191,-0.001755467,0.298395168,-0.005417241,0.493489584,0.663856721,0.934668102,0.890674513,0.984552976
Geobacter uraniireducens,0.730621317,0.761574789,0.702595486,-0.013747338,0.256193995,-0.04898245,0.482444736,0.867910713,0.967467714,0.89466996,0.984590375
Sphaerobacter thermophilus,-0.227510501,-0.244157912,-0.207901451,0.028190626,0.483390649,0.056531118,0.477243176,0.927878359,0.980650378,0.892600218,0.984715254
Campylobacter fetus,-1.884973341,-1.861690683,-1.889887091,0.028679319,0.676558458,0.045146321,0.47526042,0.715339802,0.940759479,0.899006341,0.984859926
Peptostreptococcus stomatis,-0.63759092,-0.620202624,-0.647210601,0.007939697,0.281937137,0.029466194,0.486979169,0.905880307,0.976459185,0.89914649,0.985125159
Desulfarculus baarsii,-0.914935325,-0.875720682,-0.914935325,-0.004886548,0.512546695,-0.013495483,0.491547465,0.835324521,0.959727856,0.901408875,0.9853464
Xanthomonas oryzae,-1.365576596,-1.353255207,-1.387270668,0.008367287,0.502134135,0.019452084,0.491547465,0.870904932,0.967703854,0.899696101,0.98537735
Enterococcus casseliflavus,-0.339146757,-0.282407154,-0.358129553,-0.000634369,0.383183974,-0.003579141,0.496749025,0.812212151,0.955008566,0.901231036,0.98567335
Mycobacterium tuberculosis,-1.851561363,-1.92347093,-1.833618232,0.020978304,0.6454929,0.020109087,0.490247075,0.84726523,0.962725164,0.902430682,0.985731464
Corynebacterium jeikeium,-1.533377584,-1.572148527,-1.502762865,0.02023639,0.466274049,0.034755572,0.484375002,0.6564539,0.929965495,0.901026761,0.985813975
Anaerotruncus colihominis,4.429453083,4.386777816,4.453138924,-0.015527445,0.640576683,-0.026530964,0.476562503,0.770017778,0.948140015,0.893384826,0.985930366
Saccharopolyspora erythraea,-0.935764395,-0.837747007,-0.953629365,-0.007744785,0.463926011,-0.016204357,0.486345906,0.578710904,0.911254706,0.904431197,0.985982186
Desulfatibacillum alkenivorans,0.240113934,0.194046851,0.256230679,-0.006864267,0.304382449,-0.024954264,0.491547465,0.584915149,0.913252504,0.907453345,0.98624512
Methanococcoides burtonii,-0.992186176,-0.965536931,-1.021572587,-0.006001795,0.68180032,-0.006745456,0.495448635,0.76253215,0.947291868,0.90424287,0.986280168
Xanthomonas campestris,-1.118705265,-1.114001128,-1.133646871,-0.002573826,0.467220213,-0.004813326,0.497395834,0.759603124,0.946968556,0.904288898,0.986282817
Thermomicrobium roseum,-1.042861462,-1.031794212,-1.052025483,-0.006704144,0.422382996,-0.012511435,0.494148245,0.918239881,0.978788106,0.903611613,0.986633561
Bulleidia extructa,-0.3320578,-0.310007689,-0.339944813,-0.017208804,0.49670117,-0.032228195,0.487646296,0.930909694,0.981402319,0.912096602,0.986820354
Lactobacillus rhamnosus,-0.827636255,-0.775359099,-0.876375133,-0.010825642,0.471670118,-0.01380429,0.490247075,0.798823503,0.951695999,0.905159503,0.986823502
Maribacter sp. HTCC2170,-0.019104114,-0.127035299,0.032850799,0.022354335,0.847683816,0.024801379,0.494148245,0.839188832,0.958087319,0.897228198,0.986837912
Geobacter bemidjiensis,-0.174152214,-0.230954915,-0.15631368,-0.00305969,0.278610415,-0.011843023,0.498049415,0.758492865,0.947982136,0.906622419,0.986924894
Dorea formicigenerans,3.22849928,3.371029659,3.163921288,-0.083632457,0.77077987,-0.093763867,0.477243176,0.790123389,0.949494548,0.884605152,0.986960481
Synechococcus elongatus,-0.915156741,-0.897357921,-0.941191854,-0.004112665,0.425399731,-0.008516028,0.494791667,0.921487657,0.978954714,0.915515657,0.986981472
Ruminococcaceae bacterium D16,6.590755389,6.585530547,6.598251473,-0.122284951,1.28533573,-0.055935987,0.47916667,0.7345179,0.945886797,0.887385935,0.987427624
Mucilaginibacter paludis,-1.099302486,-1.134964445,-1.099302486,-0.029764462,1.055580745,-0.030560273,0.487646296,0.899826823,0.973187822,0.900327276,0.987686913
Desulfotalea psychrophila,0.348932364,0.398642449,0.346132285,-0.002100686,0.454659916,-0.002704476,0.498049415,0.634688547,0.927074732,0.910537059,0.987781982
Flavobacteriaceae bacterium 3519-10,-0.723348077,-0.74691152,-0.723348077,0.026447569,0.658780723,0.047124134,0.485677085,0.817408506,0.956153004,0.912240761,0.987935698
Rhodococcus jostii,-1.29014391,-1.305742197,-1.283350913,0.013600716,0.515457365,0.015464252,0.483745126,0.464926928,0.872447021,0.917720596,0.988092018
Sulfurimonas denitrificans,-1.663743033,-1.600099247,-1.685559766,-0.002519253,0.732066867,-0.001712429,0.498697917,0.874847603,0.96764767,0.921929216,0.988967821
Methanosarcina barkeri,0.054712289,0.09142987,0.023936295,-0.000743615,0.32107957,-0.002445505,0.498697917,0.73166127,0.943347873,0.924586428,0.989027809
Bacteroidetes oral taxon 274,1.07963807,1.03043558,1.132073862,0.107052334,0.892752101,0.113442384,0.478543566,0.868963239,0.96426626,0.908483108,0.98921227
Polaribacter irgensii,-1.23404147,-1.313249863,-1.23404147,0.062575825,1.067556095,0.058040799,0.486979169,0.818623922,0.954835778,0.925493516,0.98956611
candidate division TM7 genomosp. GTL1,-0.091795484,-0.091795484,0.013017062,0.161823701,2.668771699,0.055368884,0.470741227,0.886747265,0.968964242,0.916639078,0.989567114
Bacillus tusciae,0.492169109,0.511688044,0.441209692,-0.024567655,0.557171238,-0.042931867,0.479843956,0.885050224,0.968991285,0.919182564,0.989576186
Gramella forsetii,0.440889521,0.358272831,0.561763263,0.047997792,0.974480071,0.050882395,0.487646296,0.889518317,0.970401719,0.925723833,0.989692383
Atopobium rimae,0.325872184,0.42316045,0.323108721,-0.020146038,0.721056764,-0.028623746,0.480468753,0.456696721,0.869432778,0.916022585,0.989715375
Prevotella tannerae,2.657853623,2.600689646,2.687845372,-0.0369208,0.759266767,-0.041885585,0.488946686,0.810531484,0.952246875,0.91546901,0.99003268
Capnocytophaga gingivalis,-1.223090486,-1.179582964,-1.226298622,-0.034130017,1.025485693,-0.032823697,0.485677085,0.954892742,0.987773772,0.924737463,0.990033518
Caldicellulosiruptor lactoaceticus,-1.44197729,-1.412019183,-1.481672397,-0.008796078,0.587777049,-0.013730185,0.494791667,0.629387415,0.924072205,0.9306324,0.990182987
Moorella thermoacetica,2.437986266,2.551479256,2.376414352,-0.017627395,0.639915873,-0.029110416,0.493489584,0.835001772,0.956415893,0.916188568,0.990397118
Candidatus Azobacteroides pseudotrichonymphae,0.378154047,0.169308638,0.425685766,0.005686402,1.208922819,0.005112327,0.494148245,0.864869845,0.963631312,0.924885996,0.990737303
Arcobacter butzleri,-1.215782211,-1.201229254,-1.243230127,0.00416807,0.582794267,0.006763817,0.496093751,0.933427811,0.982292664,0.929069973,0.991072923
Lactobacillus amylolyticus,-2.766165752,-2.86822256,-2.576030498,0.052044354,1.598162624,0.026989215,0.484375002,0.776776801,0.949023296,0.934826939,0.991292145
Slackia heliotrinireducens,3.916660232,3.936985366,3.916660232,-0.043979664,0.540148373,-0.06270059,0.47916667,0.479215661,0.878148472,0.934189026,0.991577614
Geobacillus kaustophilus,1.161631039,1.178069096,1.158198373,-0.0095196,0.251947473,-0.028592772,0.487646296,0.933794674,0.981720119,0.935868218,0.991818485
Streptococcus equinus,-1.896698591,-1.895502786,-1.947823166,-0.003168204,0.721003842,-0.006947043,0.498697917,0.799478722,0.954157349,0.941447535,0.992084565
Desulfovibrio sp. 3_1_syn3,4.986341056,4.845502612,5.091155413,0.124214059,1.872061876,0.060717542,0.485677085,0.768553196,0.947977709,0.929493343,0.9921322
Dethiosulfovibrio peptidovorans,0.632574097,0.610565266,0.699124726,0.010294608,0.398724148,0.023980892,0.490247075,0.810333644,0.954949734,0.939133989,0.992461069
Desulfovibrio desulfuricans,5.413978783,5.281188332,5.501583768,0.116748711,1.605428473,0.078750077,0.475942786,0.745030537,0.946652936,0.932300503,0.992546039
Desulfovibrio piger,3.900357655,3.78598284,3.996537626,0.021556322,1.676105099,0.008063391,0.494791667,0.760524664,0.947655915,0.932654322,0.992687073
Flavobacterium psychrophilum,0.28199001,0.327973111,0.28199001,-0.024093849,0.810690746,-0.028513018,0.485045516,0.895940929,0.971616856,0.947224655,0.993134032
Flavobacteria bacterium BBFL7,-0.944898442,-0.934892971,-0.954763061,0.012833341,0.807370719,0.01627158,0.492847855,0.945625162,0.985719742,0.945437071,0.993208837
Porphyromonas uenonis,0.571722708,0.386570664,0.645124771,0.024787534,1.017309935,0.027256949,0.486979169,0.912376336,0.976181357,0.947002127,0.993271789
Porphyromonas endodontalis,0.825001776,0.669777656,0.856937465,-0.003112832,1.109982859,-0.003469716,0.498049415,0.855492463,0.961113771,0.950486024,0.993906091
Alicyclobacillus acidocaldarius,1.032485354,1.033947753,1.030899808,0.02193251,0.60481699,0.031139302,0.483745126,0.720798287,0.943276119,0.953398121,0.994248916
Porphyromonas gingivalis,3.448643401,3.332659102,3.448643401,0.019797168,0.955488366,0.01680084,0.494791667,0.990105397,0.996612547,0.955027893,0.994280821
Syntrophothermus lipocalidus,0.546320268,0.654709413,0.52776515,-0.002792588,0.612763528,-0.004006091,0.498049415,0.81649191,0.954217101,0.955989595,0.994574681
Bacteroides sp. 2_1_22,-1.746803514,-1.769659749,-1.724913779,-0.03937064,1.632652393,-0.021378521,0.486979169,0.965314275,0.990598109,0.955691333,0.99458505
Aminobacterium colombiense,0.016635339,0.003518416,0.0537996,-0.003332747,0.486858928,-0.009279034,0.495448635,0.752488475,0.945989765,0.956665569,0.99458698
Brachyspira murdochii,1.979175472,1.968336898,2.019029819,-0.002284162,0.457302171,-0.006715815,0.496093751,0.834136738,0.956571628,0.951774307,0.994666407
Leeuwenhoekiella blandensis,-0.148168098,-0.220214454,-0.080053739,0.004511051,0.88514266,0.005959438,0.496749025,0.937196878,0.982886532,0.959657248,0.994929036
Carboxydothermus hydrogenoformans,2.143895555,2.135113133,2.158192938,0.004166029,0.377518077,0.012011696,0.494148245,0.664051794,0.933763121,0.956675594,0.994960358
Polaribacter sp. MED152,-0.906354132,-0.974673303,-0.80243731,0.01757989,1.094988414,0.021121239,0.490885418,0.962897719,0.989818382,0.960208454,0.995048109
Flavobacteria bacterium BAL38,-1.861637619,-1.827529583,-1.861637619,0.009941077,1.095443914,0.010362971,0.498049415,0.954394656,0.98788486,0.958799084,0.995204869
Ammonifex degensii,0.236374451,0.218250551,0.244961239,0.010862753,0.699788003,0.013986817,0.491547465,0.864524188,0.964432331,0.967400411,0.995662136
Actinomyces urogenitalis,-0.4050848,-0.762018892,-0.32490148,0.072179115,1.553822539,0.039850365,0.486979169,0.670466564,0.935497421,0.965627076,0.995835435
Chitinophaga pinensis,0.957979358,0.955422968,0.957979358,-0.000785774,0.687290124,-0.001875617,0.498697917,0.96029298,0.989303435,0.967051636,0.995883881
Clavibacter michiganensis,-0.627833403,-0.748454841,-0.58744937,-0.01314832,1.034479694,-0.014303138,0.496749025,0.587563935,0.916305466,0.968091384,0.995893491
Microscilla marina,-1.006612584,-1.093775297,-0.993314849,-0.006606855,1.103480628,-0.007290362,0.496749025,0.911431022,0.975878598,0.967241749,0.996114257
Clostridium hylemonae,3.868045288,3.903232579,3.868045288,-0.001468607,0.578882351,-0.002887356,0.499349805,0.81470293,0.952487774,0.968070236,0.99619217
Riemerella anatipestifer,-0.910688008,-0.952786277,-0.871039137,0.020585044,0.930167564,0.023963035,0.495448635,0.911398197,0.97634481,0.969330126,0.996462443
Croceibacter atlanticus,-0.70263606,-0.66491472,-0.721292441,-0.024812165,1.006500451,-0.019891415,0.494791667,0.949115657,0.986423069,0.977954553,0.996904313
Actinomyces viscosus,-1.463496134,-1.895589809,-1.414047314,-0.000374005,1.486980409,-0.000446273,0.5,0.593885461,0.91747732,0.976026392,0.99708968
Candidatus Desulforudis audaxviator,0.935100917,0.959748859,0.935100917,0.015901489,0.625845627,0.026386159,0.488281252,0.897546238,0.972143002,0.976011098,0.997354084
Desulfovibrio vulgaris,4.489116079,4.457924708,4.549243202,-0.034108763,1.492127615,-0.01633278,0.498049415,0.610270591,0.922456921,0.977402191,0.997503481
Pedobacter heparinus,0.735024577,0.612125464,0.81818213,-0.030786981,1.062143287,-0.024420257,0.488946686,0.973341121,0.99255029,0.983766625,0.998202603
Ruminococcus flavefaciens,3.513249491,3.497331677,3.513249491,-0.004625902,0.487576833,-0.010601251,0.498049415,0.801609461,0.951148002,0.990117862,0.998635268
Ethanoligenens harbinense,5.095355604,5.09011513,5.105362419,-0.002514293,0.710755195,-0.004491608,0.5,0.799865911,0.950556761,0.99770491,0.999580644
