PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.serum_mixture.oplsda.
2305,2-palmitoyl-GPC (16:0)*,Lipid,Lysophospholipid,35253,LC/MS Neg,100001562,6215,570.34125,NA,15061532,21403165,NA,HMDB61702,0.407095275,0.429590346,0.944760802,-2.116937954,0.525839084
2805,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,Sphingomyelins,52437,LC/MS Pos Late,100008957,2635,811.66868,NA,NA,NA,NA,NA,0.479818854,0.466239527,1.106356003,1.106356003,0.524867644
4583,3-hydroxycinnamate sulfate,Xenobiotics,Food Component/Plant,48409,LC/MS Neg,100006094,1338,242.99688,86321-30-4,6443141,4947175,NA,NA,0.489754194,0.471577165,1.134444792,1.134444792,0.524493135
2159,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),52466,LC/MS Pos Late,100008992,2317,792.55378,NA,9546798,7825748,NA,HMDB05334,0.442095296,0.450695595,0.859521497,-2.326876066,0.523140966
1400,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),37478,LC/MS Neg,100001580,5624.5,329.2486,25182-74-5,6441454,4945614,C16513,HMDB01976,0.452189212,0.458049658,1.097094112,1.097094112,0.522011119
2240,1-stearoyl-2-oleoyl-GPG (18:0/18:1),Lipid,Phosphatidylglycerol (PG),52623,LC/MS Polar,100001866,717,775.54946,322647-48-3,NA,NA,NA,NA,0.45547143,0.458454322,0.916061559,-2.183259389,0.521538977
3108,6-beta-hydroxylithocholate,Lipid,Secondary Bile Acid Metabolism,36807,LC/MS Neg,100001625,4830,391.28538,668-49-5,5283821,4446909,C15515,HMDB00811,0.474164775,0.464451518,1.490761227,1.490761227,0.517067382
2381,1-arachidonoyl-GPE (20:4n6)*,Lipid,Lysophospholipid,35186,LC/MS Pos Late,100001571,1470,502.29282,NA,42607465,21403171,NA,HMDB11517,0.469977814,0.462718193,0.936432056,-2.135766272,0.516573737
468,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2305,203.13902,NA,NA,NA,NA,NA,0.464878512,0.462718193,1.180144547,1.180144547,0.514923425
409,taurocyamine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",35117,LC/MS Pos Early,100001418,710,168.04374,543-18-0,68340,61635,C01959,HMDB03584,0.490254029,0.471577165,0.951907223,-2.101045092,0.511421386
2397,1-oleoyl-GPS (18:1),Lipid,Lysophospholipid,19260,LC/MS Neg,100000630,5607,522.28374,326589-90-6,9547099,7826049,NA,HMDB61694,0.448531945,0.456282497,0.852336127,-2.346492113,0.509784328
1390,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.20165,28290-73-5,NA,13628094,NA,HMDB00477,0.512247349,0.480527547,0.885926551,-2.25752349,0.507416171
1463,(16 or 17)-methylstearate (a19:0 or i19:0),Lipid,"Fatty Acid, Branched",38296,LC/MS Neg,100002356,5993,297.2799,2724-59-6,3083779,2340933,NA,HMDB37397,0.493229564,0.471587003,0.902155719,-2.216912177,0.506409196
2315,1-oleoyl-GPC (18:1),Lipid,Lysophospholipid,48258,LC/MS Pos Late,100001272,1540,522.35542,19420-56-5,16081932,17240641,NA,HMDB02815,0.469180982,0.462718193,0.958934731,-2.085647683,0.503865767
1910,N-palmitoyltaurine,Lipid,Endocannabinoid,39835,LC/MS Neg,100003239,5560,362.23705,83982-06-3,NA,14435932,NA,NA,0.509188079,0.479163293,0.90563288,-2.208400383,0.498859254
1488,2-hydroxyadipate,Lipid,"Fatty Acid, Dicarboxylate",31934,LC/MS Polar,100001153,3000,161.04554,18294-85-4,193530,167943,C02360,HMDB00321,0.560825829,0.500680754,0.700999302,-2.853069886,0.496523907
32,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,63151,LC/MS Pos Early,100020371,1370,118.08626,2812-31-9,5488191,4589713,NA,NA,0.483438164,0.467850702,0.873396676,-2.289910248,0.496470762
1384,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),18467,LC/MS Neg,2050,5450,301.2173,10-2005-9;10417-94-4,446284,393682,C06428,HMDB01999,0.520414917,0.484888339,0.939885691,-2.127918341,0.493722276
855,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.09207,2578-57-6,6426709,4932143,NA,HMDB11178,0.470530988,0.462718193,0.94939723,-2.106599784,0.490967032
3917,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32401,LC/MS Pos Early,100001092,1388,138.05496,535-83-1,5570,5369,C01004,HMDB00875,0.499175753,0.475276447,0.938098318,-2.131972697,0.489088218
80,N-acetylcarnosine,Amino Acid,Histidine Metabolism,43488,LC/MS Pos Early,100004046,2141,269.12444,56353-15-2,9903482,8079136,NA,HMDB12881,0.440850425,0.450695595,0.925629825,-2.160690965,0.4867211
70,N-acetyl-3-methylhistidine*,Amino Acid,Histidine Metabolism,43256,LC/MS Pos Early,100002204,2056,212.10297,37841-04-6,193270,19993498,NA,NA,0.53053074,0.488788766,1.05381819,1.05381819,0.480781115
363,isobutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35437,LC/MS Neg,100001590,1420,144.06661,15926-18-8,10855600,9030891,NA,HMDB00730,0.63780909,0.532927178,1.061329609,1.061329609,0.480714163
1343,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,646-30-0,12591,12071,C16535,HMDB00772,0.517268603,0.483904003,0.937596892,-2.133112873,0.475148593
2494,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen,52673,LC/MS Pos Late,100009002,2270,724.52757,NA,NA,24769238,NA,HMDB11352,0.506571094,0.477642717,0.931710452,-2.146589637,0.472850889
474,(N(1) + N(8))-acetylspermidine,Amino Acid,Polyamine Metabolism,57814,LC/MS Pos Early,100016038,3080,188.17574,NA,NA,NA,NA,NA,0.512652169,0.480527547,1.050459908,1.050459908,0.472170224
30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,1585,LC/MS Polar,1110,1564.8,130.05096,97-69-8,88064,79449,C02847,HMDB00766,0.506254064,0.477642717,0.959371952,-2.084697178,0.472152669
1713,linoleoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57463,LC/MS Pos Late,100015760,1388,366.33666,NA,NA,NA,NA,NA,0.526745868,0.487040087,1.116303267,1.116303267,0.472085586
2796,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingomyelins,48490,LC/MS Pos Late,100006290,2685,759.6375,NA,NA,23113477,NA,HMDB12102,0.519991592,0.484888339,0.94334512,-2.120114853,0.471025966
1745,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",21158,LC/MS Neg,100000882,5335,243.19656,3422-31-9,16064,15252,NA,NA,0.548523771,0.496590161,0.967764439,-2.066618611,0.469825506
1731,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",17945,LC/MS Neg,1239,5695,299.25917,629-22-1,69417,62625,C03045,NA,0.492430228,0.471587003,0.937177607,-2.134067209,0.468300615
295,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.05571,816-66-0,70,69,C00233,HMDB00695,0.547097127,0.496590161,0.987197143,-2.025937792,0.466501557
1931,N-stearoylserine*,Lipid,Endocannabinoid,61822,LC/MS Neg,100019957,5777,370.29628,NA,NA,15545488,NA,NA,0.563092858,0.500680754,1.224323575,1.224323575,0.465306057
4377,ferulate,Xenobiotics,Food Component/Plant,35630,LC/MS Neg,100001542,1755,193.05063,537-98-4,445858,393368,C01494,HMDB00954,0.583670707,0.504477838,1.224019481,1.224019481,0.462184827
1615,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),42092,LC/MS Neg,100003686,5580,312.25441,2441-41-0,151008,133100,NA,HMDB13034,0.581038998,0.504029395,0.924894098,-2.162409733,0.459271254
3875,thymidine sulfate (2),Nucleotide,"Pyrimidine Metabolism, Thymine containing",63408,LC/MS Neg,100021493,1731,321.03981,NA,NA,NA,NA,NA,0.477673073,0.465101728,0.878093734,-2.277661169,0.457434679
6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064,118.08626,107-43-7,247,24219951173,C00719,HMDB00043,0.466677503,0.462718193,0.954855086,-2.094558671,0.45576604
2801,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Lipid,Sphingomyelins,48493,LC/MS Pos Late,100006295,2666,785.65311,NA,NA,29368329,NA,HMDB12104,0.547222544,0.496590161,0.952491194,-2.099756946,0.452500755
2793,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingomyelins,52615,LC/MS Pos Late,100008920,2312,717.5905,121999-64-2,NA,NA,NA,NA,0.601671213,0.513658743,1.144763757,1.144763757,0.449654501
208,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,48433,LC/MS Neg,100006056,2360,192.06661,13200-85-6,759256,663938,NA,NA,0.643213338,0.533704015,1.075435402,1.075435402,0.449625004
2318,1-linoleoyl-GPC (18:2),Lipid,Lysophospholipid,34419,LC/MS Pos Late,100001395,1465,520.33977,NA,11988421,10160888,C04100,HMDB10386,0.49259203,0.471587003,0.956685157,-2.09055193,0.448936373
1639,laurylcarnitine (C12),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",34534,LC/MS Pos Late,100001392,1235,344.27954,25518-54-1,10427569,8602997,NA,HMDB02250,0.547634022,0.496590161,0.932912804,-2.143823078,0.447134981
1792,"2R,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",63109,LC/MS Polar,100002367,1543,119.03498,759-06-8,NA,17215960,NA,HMDB00498,0.52150529,0.484888339,1.147131765,1.147131765,0.446053889
2683,sphinganine,Lipid,Sphingolipid Synthesis,17769,LC/MS Pos Late,313,1413,302.30536,3102-56-5,3126,3014,C00836,HMDB00269,0.555687293,0.500680754,1.150887074,1.150887074,0.443669243
417,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.09716,3184-13-2,6262,6026,C00077,HMDB03374,0.572216116,0.500929785,1.041649051,1.041649051,0.443474539
414,argininosuccinate,Amino Acid,Urea cycle; Arginine and Proline Metabolism,15497,LC/MS Pos Early,232,2745,291.12992,156637-58-0,16950,805,C03406,HMDB00052,0.575824021,0.502952665,0.968245581,-2.065591664,0.442846752
1508,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2252,245.13944,34574-69-1,16663321,13628081,NA,HMDB00413,0.566614339,0.500680754,0.796706534,-2.510334627,0.440827789
3873,thymidine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",2183,LC/MS Neg,872,1963.7,241.08299,50-89-5,5789,5585,C00214,HMDB00273,0.594275488,0.510867302,0.880855738,-2.270519354,0.440791882
2348,1-lignoceroyl-GPC (24:0),Lipid,Lysophospholipid,49617,LC/MS Pos Late,100002873,1907,608.46497,325171-59-3,NA,24766539,NA,HMDB10405,0.503051098,0.476790971,0.964063551,-2.074552034,0.439095073
938,valylglycine,Peptide,Dipeptide,40475,LC/MS Neg,100003641,1506,173.09316,686-43-1,136487,120256,NA,HMDB29127,0.523402384,0.484888339,1.160815962,1.160815962,0.437824438
2775,behenoyl dihydrosphingomyelin (d18:0/22:0)*,Lipid,Dihydrosphingomyelins,57331,LC/MS Pos Late,100009026,3150,789.68441,NA,NA,24846880,NA,HMDB12091,0.547762567,0.496590161,0.860116823,-2.325265529,0.436365591
2011,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Lipid,Phosphatidylcholine (PC),52616,LC/MS Pos Late,100008921,2653,762.60074,59403-51-9,NA,24766643,NA,HMDB07970,0.487924199,0.471236239,0.958877106,-2.085773022,0.436203941
463,putrescine,Amino Acid,Polyamine Metabolism,1408,LC/MS Pos Early,49,3027,89.10733,110-60-1,1045,13837702,C00134,HMDB01414,0.503669076,0.476790971,1.170161806,1.170161806,0.434893432
419,3-amino-2-piperidone,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62853,LC/MS Pos Early,100020361,2065,115.08659,1892-22-4,5200225,4371576,NA,HMDB00323,0.567733983,0.500680754,1.062002862,1.062002862,0.429798744
2780,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins,19503,LC/MS Pos Late,1538,2400,731.60615,85187-10-6;85187-10-6,6453725,4956085,C00550,HMDB01348,0.54229982,0.495658125,0.934289565,-2.14066396,0.428219191
2527,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen,39271,LC/MS Pos Late,100003001,1649,466.3292,NA,NA,NA,NA,NA,0.531710579,0.488788766,0.952397829,-2.099962788,0.427075909
312,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Neg,1442,1027,117.05572,625-08-1,69362,62571,NA,HMDB00754,0.585836283,0.505433946,0.976379341,-2.048384185,0.427048784
54,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,54923,LC/MS Neg,100003271,530,320.06232,73590-26-8,72715786,19992713,C20775,NA,0.536516011,0.491312978,1.261514579,1.261514579,0.425167574
3758,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.11969,15763-06-1,27476,4573813,C02494,HMDB03331,0.564569429,0.500680754,1.047121166,1.047121166,0.421650119
4369,equol sulfate,Xenobiotics,Food Component/Plant,40478,LC/MS Neg,100003429,3630,321.04383,NA,NA,23936050,NA,NA,0.567000214,0.500680754,1.548186747,1.548186747,0.415870197
445,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335,130.08626,475-11-6,557,541,NA,NA,0.557680282,0.500680754,1.047860491,1.047860491,0.414758175
86,1-methyl-5-imidazoleacetate,Amino Acid,Histidine Metabolism,62946,LC/MS Pos Early,100002910,1989,141.06586,4200-48-0,6451814,4954265,NA,HMDB04988,0.592826566,0.510541635,0.932179084,-2.145510486,0.413940724
1708,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.33666,NA,151731,133731,NA,NA,0.597753629,0.512012187,1.044595435,1.044595435,0.412975461
3727,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.07349,58-63-9,6021,21241953,C00294,HMDB00195,0.613991465,0.518783614,1.171442092,1.171442092,0.411677986
2503,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,Plasmalogen,52682,LC/MS Pos Late,100009009,2226,742.57452,NA,NA,24767486,NA,HMDB11211,0.569755453,0.500929785,0.937920138,-2.132377713,0.410782686
1788,"12,13-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38395,LC/MS Neg,62,5137,313.23843,263399-35-5,10236635,8412123,C14829,HMDB04705,0.576734397,0.502952665,0.868213562,-2.303580695,0.409247081
3822,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,LC/MS Pos Early,825,827,113.03456,66-22-8,1174,1141,C00106,HMDB00300,0.57038971,0.500929785,0.952195171,-2.100409729,0.407942315
1813,14-HDoHE/17-HDoHE,Lipid,Docosanoid,53034,LC/MS Neg,100009278,5296,343.22786,NA,NA,NA,NA,NA,0.615445228,0.518783614,0.913854216,-2.18853288,0.406853331
5326,thioproline,Xenobiotics,Chemical,53231,LC/MS Pos Early,100009232,1250,134.02703,34592-47-4,93176,84120,NA,NA,0.531521262,0.488788766,0.931809756,-2.146360872,0.404314972
2412,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,19324,LC/MS Neg,100000656,5794,599.32018,796963-93-4,NA,21403067,NA,HMDB61696,0.571266286,0.500929785,0.970974551,-2.059786219,0.400131565
428,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.15026,102783-24-4,123831,110375,C03626,HMDB01539,0.533485534,0.489477323,1.023835574,1.023835574,0.399245715
1722,4-hydroxybutyrate (GHB),Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Pos Early,100001507,1148,87.04406,502-85-2,10413,9984,C00989,HMDB00710,0.567079985,0.500680754,0.946416638,-2.113234194,0.398824183
3837,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",1412,LC/MS Neg,536,1586,111.01997,951-78-0,13712,13118,C00526,HMDB00012,0.522836743,0.484888339,0.886965377,-2.254879449,0.398216045
4438,N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,31536,LC/MS Polar,100001086,1230,168.03023,5657-19-2;5657-19-2,21863,20549,NA,HMDB00439,0.583561589,0.504477838,1.172360522,1.172360522,0.396994258
1342,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,1358,LC/MS Neg,439,5872,283.26425,57-11-4,5281,5091,C01530,HMDB00827,0.602410585,0.513658743,0.971863527,-2.057902106,0.3952021
2399,1-linoleoyl-GPS (18:2)*,Lipid,Lysophospholipid,43676,LC/MS Neg,100004606,5500,520.26809,NA,NA,NA,NA,NA,0.563257177,0.500680754,0.896392704,-2.231164969,0.390659501
1964,choline,Lipid,Phospholipid Metabolism,15506,LC/MS Pos Early,1256,1961,104.10699,67-48-1,305,149278,C00114,HMDB00097,0.565520191,0.500680754,0.974981031,-2.051321961,0.38934212
1626,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),63057,LC/MS Pos Early,100021198,1945,181.06077,5616-29-5,11788622,9963296,NA,HMDB59766,0.603058473,0.513658743,1.07539824,1.07539824,0.387544748
1356,10-heptadecenoate (17:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33971,LC/MS Neg,100001278,5555,267.23295,29743-97-3,5312435,4471860,NA,HMDB60038,0.603982386,0.513658743,0.932766448,-2.144159456,0.384264064
241,N-acetylkynurenine (2),Amino Acid,Tryptophan Metabolism,48757,LC/MS Neg,100006378,2378,249.08808,NA,NA,NA,NA,NA,0.567154934,0.500680754,1.063922273,1.063922273,0.38181079
4580,N-acetylpyrraline,Xenobiotics,Food Component/Plant,48438,LC/MS Neg,100006120,2545,295.12994,NA,NA,NA,NA,NA,0.642860481,0.533704015,1.240032356,1.240032356,0.377180025
218,catechol glucuronide,Amino Acid,Tyrosine Metabolism,53243,LC/MS Neg,100009326,1742,285.06159,NA,75124209,NA,NA,NA,0.577689402,0.502952665,0.881450106,-2.268988325,0.376756836
3972,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.36427,NA,NA,NA,NA,NA,0.662206301,0.538835763,1.036734525,1.036734525,0.373240965
162,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690,179.03498,156-39-8,979,954,C01179,HMDB00707,0.675358306,0.544284305,1.104959723,1.104959723,0.367328787
4069,catechol sulfate,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906,188.98631,4918-96-1,3083879,2341024,NA,HMDB59724,0.67108259,0.542671773,1.07772941,1.07772941,0.362382807
2402,1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,45970,LC/MS Neg,100005717,5570,483.27284,NA,3300276,2548639,NA,NA,0.566002803,0.500680754,0.913011467,-2.190552992,0.359107365
130,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597,206.08226,2018-61-3,74839,67404,C03519,HMDB00512,0.579093114,0.503256425,0.964829357,-2.072905416,0.358691625
3823,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.06226,1445-07-4,15047,21403010,C02067,HMDB00767,0.620849991,0.522416509,1.023799639,1.023799639,0.358266825
423,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22137,LC/MS Pos Early,100000961,2882,189.13461,156-86-5,9085,8732,C01924,HMDB00670,0.641737474,0.533704015,1.096531665,1.096531665,0.356339069
1398,docosatrienoate (22:3n6)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57467,LC/MS Neg,100015762,5850,333.27989,NA,NA,NA,NA,NA,0.658589346,0.538835763,0.91304495,-2.19047266,0.354429829
211,4-hydroxycinnamate sulfate,Amino Acid,Tyrosine Metabolism,48410,LC/MS Neg,100006095,1000,242.99688,376374-66-2,6070438,4797737,NA,NA,0.685347206,0.549549672,1.198216473,1.198216473,0.35430693
1338,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,1365,LC/MS Neg,519,5440,227.20165,544-63-8,11005,10539,C06424,HMDB00806,0.657643207,0.538835763,0.973689368,-2.054043173,0.353575127
174,4-methoxyphenol sulfate,Amino Acid,Tyrosine Metabolism,48457,LC/MS Neg,100006262,2412,203.00196,3233-60-1,NA,NA,NA,NA,0.674352116,0.544284305,1.227132511,1.227132511,0.351422518
1789,"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38399,LC/MS Neg,179,5180,313.23843,263399-34-4,9966640,8142232,C14828,HMDB04704,0.61537264,0.518783614,1.074359649,1.074359649,0.350469958
1274,N-glycolylneuraminate,Carbohydrate,Aminosugar Metabolism,37123,LC/MS Pos Early,100001491,636,326.10818,1113-83-3,123802,3794850,C03410,HMDB00833,0.556868768,0.500680754,1.063382659,1.063382659,0.349819738
2794,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingomyelins,37529,LC/MS Pos Late,100002106,2167,729.5905,108392-10-5,6443882,4947837,NA,HMDB12101,0.615419255,0.518783614,0.95963847,-2.0841182,0.347742225
3131,tauroursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39378,LC/MS Neg,100002912,5025,498.28948,14605-22-2,9848818,24539842,NA,HMDB00874,0.652445517,0.538554533,0.162650965,-12.29626887,0.345332659
2799,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingomyelins,52495,LC/MS Pos Late,100009025,2793,773.65311,NA,NA,NA,NA,NA,0.659708971,0.538835763,1.103284412,1.103284412,0.340656525
3737,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,LC/MS Neg,1134,757.1,167.02106,69-93-2;120K5305,1175,NA,C00366,HMDB00289,0.702388933,0.555742513,1.029601685,1.029601685,0.339358144
3841,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.05496,56-41-7;107-95-9,239,234,C00099,HMDB00056,0.742476568,0.5689867,1.051735777,1.051735777,0.336416982
1339,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,1361,LC/MS Neg,980,5521,241.2173,1002-84-2;10002-84-2,13849,13249,C16537,HMDB00826,0.640356659,0.533704015,0.964006669,-2.074674443,0.333325531
1308,malonylcarnitine,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086,248.11287,853728-01-5,22833583,21403153,NA,HMDB02095,0.606543186,0.514918725,0.847105263,-2.360981671,0.33180903
1912,N-linoleoyltaurine*,Lipid,Endocannabinoid,61826,LC/MS Neg,100005814,5505,386.23705,NA,NA,NA,NA,NA,0.698698788,0.555742513,1.025293753,1.025293753,0.328553994
5185,sulfate*,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,1086,C00059,HMDB01448,0.662950711,0.538835763,0.986699251,-2.026960088,0.328345059
2522,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,Lysoplasmalogen,52474,LC/MS Pos Late,100002875,1547,480.34485,NA,10917802,9093054,NA,HMDB10407,0.765869595,0.57999941,1.017743704,1.017743704,0.328174911
77,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.06077,14403-45-3,440129,389128,C05568,HMDB02320,0.596762204,0.512012187,0.960179537,-2.082943785,0.320885816
554,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,2566-39-4,151023,133115,NA,HMDB11171,0.659599344,0.538835763,1.038648276,1.038648276,0.320579975
3957,gamma-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918,410.3179,14101-61-2,5282349,4445514,C14155,HMDB12958,0.628221575,0.526761291,0.859913736,-2.325814691,0.320364181
1974,glycerophosphoinositol*,Lipid,Phospholipid Metabolism,47155,LC/MS Polar,100001621,3850,333.05922,16824-65-0,167572,NA,NA,NA,0.752771011,0.573722425,0.989190159,-2.021855942,0.317868892
738,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.10772,1963-21-9,97417,2006926,NA,HMDB28854,0.70527919,0.556145584,1.025499232,1.025499232,0.315298863
67,1-methylhistidine,Amino Acid,Histidine Metabolism,30460,LC/MS Pos Early,100001051,2755,170.09241,332-80-9,92105,83153,C01152,HMDB00001,0.682514883,0.548199902,0.979043647,-2.042809844,0.314855627
1394,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730,307.26425,2091-39-6,6439848,4944228,C16525,HMDB05060,0.708359941,0.556145584,0.94985713,-2.105579816,0.308532518
98,N2-acetyllysine,Amino Acid,Lysine Metabolism,36751,LC/MS Polar,100001721,3372.6,187.10881,1946-82-3,92907,83869,C12989,HMDB00446,0.706319381,0.556145584,1.080212438,1.080212438,0.307197495
374,methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250,182.04816,820-10-0,69961,63154,NA,NA,0.726033381,0.562656992,1.075577609,1.075577609,0.307018787
1975,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,40406,LC/MS Pos Early,100003397,2100,76.07569,1184-78-7,1145,1113,C01104,HMDB00925,0.648715008,0.536403255,0.933335722,-2.142851659,0.306660596
2061,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phosphatidylcholine (PC),42450,LC/MS Pos Late,100001869,2300,810.60074,35418-59-8,16219824,17347139,NA,HMDB08048,0.69486733,0.555316828,1.040944355,1.040944355,0.304101441
2551,1-arachidonylglycerol (20:4),Lipid,Monoacylglycerol,34397,LC/MS Neg,100001433,6250,303.23293,35474-99-8,5282281,4445452,C13857,HMDB11549,0.701702824,0.555742513,1.121105082,1.121105082,0.304057268
1275,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500,205.11829,1404817,123800,11217184,NA,NA,0.775892337,0.582525004,1.075710371,1.075710371,0.302260163
2546,1-linolenoylglycerol (18:3),Lipid,Monoacylglycerol,34393,LC/MS Neg,100001435,6214,277.21728,124151-74-2,53480978,21403134,NA,HMDB11569,0.666911385,0.540214341,0.915311279,-2.185049006,0.299780187
